smiles,solvent,ex (nm)
NCc1cc2ccc(O)cc2oc1=O,O,355.0
Clc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,C1CCCCC1,330.0
F[B-]1(F)n2cccc2C(CCc2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C2C=CC=[N+]21,C1CCOC1,544.0
CCCCCCCCCCCCOc1cc2c(cc1OCCCCCCCCCCCC)C1=C3C(=O)N4C=Cc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)cc5C4=C3C(=O)N1C=C2,CN(C)C=O,592.0
c1ccc(C2(c3ccccc3)c3ccccc3N(c3ccc(-c4nc([C@]56CC7CC(C[C@@H](C7)C5)C6)nc([C@]56C[C@@H]7C[C@H](C[C@H](C7)C5)C6)n4)cc3)c3ccccc32)cc1,CC1=CC=CC=C1,367.0
CN(C)c1ccc2c(-c3ccc(N)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,533.0
COc1ccc(-c2ccc(C3=[N+]4C(=C(c5c(C)cccc5C)c5ccc(-c6ccc(-c7ccc(OC)cc7)s6)n5[B-]4(F)F)C=C3c3ccc4c(=O)[nH][nH]c(=O)c4c3)s2)cc1,CS(=O)C,670.0
F[B-]1(F)n2c(ccc2C2CCCCC2)C(c2c(Cl)cccc2Cl)=C2C=CC(C3CCCCC3)=[N+]21,C1CCOC1,525.0
COC(=O)CNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,CC#N,336.0
CSC1=CNN(N=Nc2ccc(O)c3ncccc23)S1,CS(=O)C,560.0
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n1c26)c3c45,C(Cl)(Cl)Cl,452.0
Cc1ccc2c(c1)c(=O)c1ccccc1n2CCCCCC(=O)O,O,419.0
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CC#N,508.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,346.0
NCC(=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O,C1CCOC1,459.0
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccsc12,CO,294.0
c1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3nsnc3c21,C(Cl)Cl,410.0
O=c1c(-c2cccc(O)c2)coc2cc(O)ccc12,O,287.0
Cn1cccc1-c1cc2sc(C=C(CN)C(=O)O)cc2s1,CCO,364.0
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,C(Cl)Cl,321.0
CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,CC1=CC=CC=C1,460.0
CCCCC(CC)Cn1c2ccccc2c2cc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)c5ccccc5n6CC(CC)CCCC)ccc3-4)ccc21,C(Cl)(Cl)Cl,382.0
FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,C(Cl)Cl,388.0
CNC(C)Cc1ccc(I)cc1,O,486.0
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CC#N,376.0
NC/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CO,377.0
c1ccc2c(c1)[nH]c1ncccc12,CC#N,338.0
CNc1ncc2nc(CN)n(Cc3ccccc3)c2n1,C1COCCO1,342.0
COc1ccc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c1,C(Cl)Cl,503.0
COC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OC)cn3[B-](F)(F)[N+]2=C1,C(Cl)Cl,577.0
CCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(C=C3SC(=S)N(CC(=O)O)C3=O)ccc21,CN(C)C=O,489.0
CN(C)c1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,393.0
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,CC1=CC=CC=C1,374.0
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CC#N,432.0
Cc1cc(/C=C/c2ccc(I)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,560.0
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCCC3)cc21,CCO,395.0
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,C(Cl)Cl,522.0
O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1,CC(=O)C,364.0
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,CCO,516.0
O=[N+]([O-])c1ccco1,CO,302.0
Cc1cnc2c(n1)C(=O)NC(N)(C(=O)C(C)(C)C)N2,C1CCOC1,331.0
CCN(CC)c1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,C1CCOC1,386.0
c1ccc(C2=C(c3ccccn3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,C(Cl)Cl,339.0
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCCCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,O,624.0
CC1=CC(C)=[N+]2C1=C(C)c1ccc(Oc3ccccc3)n1[B-]2(F)F,CO,499.0
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCO,361.0
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C(\C)c2ccccc2)cc1,CC(=O)C,383.0
CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccccc6)s5)ccc(c34)C2=O)c1,CO,403.0
c1ccc2c(c1)oc1ccccc12,CCOC(=O)C,393.0
CC1(C)c2cc(C=C(CN)C(=O)O)ccc2-c2ccc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OCCO4)cc21,C1CCOC1,443.0
CCCCCCCCCc1c2ccccc2cc2c1oc1c3oc4c5oc6cc7ccccc7cc6c5c5ccccc5c4c3c3ccccc3c21,C1CCOC1,420.0
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(CN)c2c1N,C1CCCCC1,418.0
CCCCCCOc1cc(OCCCCCC)c2c(c1)C(C)(C)c1cc(N(c3ccc(-c4cc5c(s4)c4sc(/C=C(\CN)C(=O)O)cc4n5C(CCCCCC)CCCCCC)cc3)c3ccc4c(c3)C(C)(C)c3cc(OCCCCCC)cc(OCCCCCC)c3-4)ccc1-2,C(Cl)Cl,541.0
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,C1COCCO1,642.0
CC1=N/C(=C\c2ccncc2)C(=O)N1C,C1COCCO1,357.0
c1ccc(-n2c3ccccc3c3cc(-c4cccc(-n5c6cccnc6c6c7sc8ccccc8c7ccc65)c4)ccc32)cc1,C(Cl)Cl,365.0
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,C(Cl)(Cl)Cl,649.0
[C-][N+]c1cccc2c(N)cccc12,CN(C)C=O,369.0
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CO,683.0
F[B-]12OC(c3ccccc3)=Nc3cccc([n+]31)N=C(c1ccccc1)O2,C(Cl)Cl,394.0
Nc1ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,490.0
C[S+](C)[O-],C1COCCO1,476.0
CC(C)[Si]1(C(C)C)c2ccccc2-c2ccc(N(C)C)cc21,CCOCC,318.0
CN1/C(=C\C2=C([O-])/C(=C/C3=[N+](C)c4ccccc4C3(C)C)C2=C(CN)CN)C(C)(C)c2ccccc21,C(Cl)Cl,680.0
CCCCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4c4cc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)ccc43)ccc21,C(Cl)Cl,455.0
CC1=CC(C)=[N+]2C1=C(c1ccc(C(=O)O)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C,500.0
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1COCCO1,466.0
CC1=CC(C)=[N+]2C1=C(c1ccc(N)cc1)c1c(C)c(SCN)c(C)n1[B-]2(F)F,CO,490.0
CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n(c26)P1(=O)c1ccccc1)c3c45,C1COCCO1,432.0
CC1=CC(C)=[N+]2C1=C(c1ccc(-c3ccc(N)cc3)cc1)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,498.0
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C/c2ccccc2O)cc1,C(Cl)Cl,554.0
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CC#N,510.0
CC(=O)c1ccc(N=NC=C2N(C)c3ccccc3C2(C)C)cc1,C1CCOC1,461.0
C(=C/c1ccc(-c2cccc3ccccc23)s1)\c1ccc(-c2cccc3ccccc23)s1,C(Cl)Cl,388.0
CN(C)c1ccc(CCc2ccccc2)cc1,CC1=CC=CC=C1,326.0
COC(=O)c1ccc(/C=C2\C=C(c3ccc(OC)c(OC)c3)OC2=O)cc1,C1COCCO1,423.0
F[B-]1(F)n2cccc2C(C=C(CCc2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)=C2C=CC=[N+]21,CC1=CC=CC=C1,515.0
COc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],CC#N,432.0
NCc1c(N2CCCCC2)cc(-c2ccc(Br)s2)c2c1CCc1ccccc1-2,C1CCOC1,364.0
CCCCCC1=C2C(C)=C(c3ccc4c(c3)Sc3ccccc3N4CCCCCCN3c4ccccc4Sc4cc(C5=C(C)C6=C(CCCCC)c7c(C)c(-c8ccc(/C=C(\CN)C(=O)O)s8)c(C)n7[B-](F)(F)[N+]6=C5C)ccc43)C(C)=[N+]2[B-](F)(F)n2c(C)c(/C=C(\CN)C(=O)O)c(C)c21,C(Cl)(Cl)Cl,535.0
Cc1cc(/C=C/c2ccccc2Cl)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,555.0
COC(=O)c1noc(-c2ccccc2)c1Br,C1CCCCC1,307.0
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CO,434.0
CC1=CC(Br)=CN2C[n+]3cc(Br)cc(C)c3N=C12,CO,436.0
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CC#N,383.0
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,C(Cl)(Cl)Cl,414.0
CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,C1CCOC1,375.0
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,CN(C)C=O,407.0
CCCCCCCCCCCCOc1cccc(OCCCCCCCCCCCC)c1/C1=C2\C=CC(=N2)/C(CCc2ccc(C(=O)O)cc2)=c2/cc/c3n2[Zn]n2c(ccc21)/C(c1ccc(-n2c4ccccc4c4ccccc42)cc1)=C1/C=CC(=N1)/C=3c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC,C1CCOC1,599.0
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccc3ccccc3c2)s1,C1CCOC1,468.0
CC1=CC(C)=[N+]2C1=C(c1ccc(CN)cc1)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,490.0
CC1(C)CC(/C=C/c2ccc(-n3cccn3)cc2)=CC(=C(CN)CN)C1,CCOC(=O)C,403.0
COC(=O)c1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)c1c3ccc(OC)cc3c(-c3ccccc3)c(-c3ccccc3)[n+]21,C(Cl)Cl,448.0
c1ccc2c(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)cccc2c1,C(Cl)Cl,375.0
CCCCc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(CCCC)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(CCCC)cc2)=C2/C=C(/C=C/C=C(C(=O)O)C(=O)O)C(=N2)/C=4c2ccc(CCCC)cc2)cc1,CN(C)C=O,611.0
Brc1ccc(-c2ccc(Br)cc2)cc1,CCOC(=O)C,399.0
CC(C)[Si](CCc1c2c(=O)c3ccccc3c2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2c(=O)c3ccccc3c12)(C(C)C)C(C)C,C(Cl)(Cl)Cl,525.0
NC/C(=C\c1ccc(C2=C3C=CC(c4ccc(/C=C(\CN)c5ccncc5)s4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccc(/C=C(\CN)c3ccncc3)s2)s1)c1ccncc1,CS(=O)C,737.0
COc1ccc(C=C(CN)c2ccc3c(OC)c(C(=Cc4ccc(OC)cc4)CN)ccc3c2OC)cc1,C(Cl)Cl,404.0
COC(=O)c1ccc(OCc2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)cc1,CC#N,386.0
COc1ccc(CCn2c(Nc3cc(Cl)cc(Cl)c3)nc3cc4c(C)c(C(N)=O)c(=O)oc4cc32)cc1,CCO,363.0
COc1ccc(-c2cc3c(s2)c(C)cc(=O)n3C)cc1,CC#N,374.0
c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3ccc5ccc6cccc7cc2c3c5c67)-c2ccc3ccc5cccc6cc(c2c3c56)C4(c2ccccc2)c2ccccc2)cc1,C1CCCCC1,401.0
CCCCC1(CCCC)c2cc(CCc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(CCc3ccc4ccc5cccc6ccc3c4c56)cc21,C1CCCCC1,418.0
COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1OC,C1CCCCC1,406.0
COc1cc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc(OC)c1OC,C(Cl)(Cl)Cl,374.0
Nc1ccc2c(c1)C(=O)NC2=O,CC#N,357.0
NCc1nc2c(OCc3ccccc3)nc(N)nc2n1Cc1ccccc1,C(Cl)Cl,311.0
COc1ccc(C2=C3C=CC(=NN=[NH2+])N3[B-](F)(F)n3cccc32)cc1,CCCCCC,522.0
CCCCN1C(=O)c2cccc3c([O-])c(/C=C/c4sc5ccccc5[n+]4CC)cc(c23)C1=O,CS(=O)C,567.0
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CC#N,360.0
CCCCN1c2ccccc2Sc2cc(-c3nc4c(-c5ccc(/C=C(\CN)C(=O)O)s5)ccc(-c5ccc(/C=C(\CN)C(=O)O)s5)c4n3CCCC)ccc21,C1CCOC1,427.0
CN(C)c1ccc(/C=C/c2cc[n+](CCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,C(Cl)(Cl)Cl,501.0
CCC1=C(C)C2=Cc3cc(I)cn3[B-](F)(F)[N+]2=C1C,CO,512.0
COc1ccc(C2=[N+]3C(=C(c4ccc(O)cc4)c4ccc(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2)cc1,CC1=CC=CC=C1,581.0
Brc1cc2nc3cc4oc(-c5ccccc5)c(-c5ccccc5)c5cccc(c3nc2cc1Br)c45,C(Cl)Cl,518.0
CCN(CC)c1ccc2c(c1)P(C)(=O)C1=CC(=[N+](CC)CC)C=CC1=C2c1c(C)cc(C)cc1C,CC#N,684.0
c1ccc2c(c1)c1ccccc1n2-c1ccc(CCc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,C(Cl)Cl,372.0
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,518.0
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,O,404.0
CCC1=C(C)C(=O)n2c1cc1c(C)c(CC)c(C)n1c2=O,CC#N,423.0
CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,596.0
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,406.0
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(CN)cc3)C2=O)cc1,CC(=O)C,454.0
O=[N+]([O-])c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc([N+](=O)[O-])c1,CCOC(=O)C,513.0
CCCCCCCCOc1ccc2c(c1)c(-c1ccc(C=O)cc1)nn2-c1ccccc1,C1CCOC1,356.0
Cn1c(C2=[N+]3C(=Nc4c5ccccc5c(-c5cc6ccccc6n5C)n4[B-]3(F)F)c3ccccc32)cc2ccccc21,C(Cl)Cl,777.0
F[B-]1(F)n2ccnc2-c2cccc[n+]21,C1COCCO1,297.0
NC/C(=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,C1CCOC1,378.0
CCc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CCO,504.0
CC1=C(I)C(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(I)c(C)n1[B-]2(F)F,CC1=CC=CC=C1,629.0
Cc1ccc(-c2c3nc(c(-c4ccco4)c4ccc(s4)c(-c4ccco4)c4nc(c(-c5ccco5)c5ccc2s5)C=C4)C=C3)cc1,C(Cl)Cl,452.0
c1ccc2cc(-n3cnc4ccccc43)ccc2c1,C1CCCCC1,275.0
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3cccc4ccccc34)nn2c1C(=O)OC,CO,453.0
CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4c3c2c(c1)c(=O)n1c4nc2c3ccccc3c3ccccc3c21,C1CCCCC1,369.0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CCOC(=O)C,465.0
Cc1ccc(-c2nc(N3CCOCC3)sc2-c2ccc([N+](=O)[O-])s2)cc1,CC1=CC=CC=C1,465.0
NCc1ccc(N/N=C/c2ccc3ccccc3c2O)cc1,C(Cl)(Cl)Cl,384.0
COc1ccc(-n2c(C)ccc2C)cc1,CCCCCC,222.0
OCc1cc(/N=N\c2ccc(CCc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,CS(=O)C,386.0
CC[N+](CC)=C1C=CC(=C/C=C2/C=C(c3ccccc3C(=O)O)c3cc4c5c(c3O2)CCCN5CCC4)C=C1,CCO,680.0
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(/C=C/C=C/c3nc4ccccc4s3)c3cccc4c5cccc6c(/C=C/C=C/c7nc8ccccc8s7)cc1c(c65)c2c34,CC1=CC=CC=C1,538.0
COc1ccc(N(c2ccccc2)c2ccc3c(c2)c2cc(N(c4ccc(C=C(CN)C(=O)O)cc4)c4ccc(OC)cc4)ccc2n3C)cc1,C(Cl)Cl,443.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2B1c2c-3cccc2-c2cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n1c23,C(Cl)Cl,369.0
CC1=CC(C)=[N+]2C1C(c1ccccc1)c1c(C)cc(/C=C/c3cc(O)cc(O)c3)n1[B-]2(F)F,C(Cl)(Cl)Cl,563.0
F[B-]1(F)n2c(c(-c3ccccc3)c(Cl)c2-c2ccccc2)N=C2C(c3ccccc3)=C(Cl)C(c3ccccc3)=[N+]21,C(Cl)(Cl)Cl,648.0
Cc1c(C)c2cc3ccccc3n2c2nc3ccccc3cc12,C(Cl)Cl,442.0
COc1cc2c(cc1C=C(CN)CN)c1ccccc1n2C,C1CCOC1,423.0
F[B-]1(F)N(c2ccccc2)c2cccc3ccc4ccc[n+]1c4c23,C(Cl)Cl,465.0
CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(/C=C/c3ccc(C)cc3)c(C)n1[B-]2(F)F,CC#N,520.0
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],C(Cl)(Cl)Cl,362.0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(=O)C,533.0
CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C(Cl)(Cl)Cl,409.0
NCc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1CN,CC#N,367.0
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,CC(=O)C,495.0
Cc1cc(=O)oc2cc3cc(-c4cn(Cc5ccccc5)nn4)ccc3cc12,CCO,339.0
CCCCCCc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(CCCCCC)s5)s4)c4ccc5c(-c6ccc(-c7ccc(CCCCCC)s7)s6)cc(-c6ccc(-c7ccc(CCCCCC)s7)s6)c6ccc3c4c65)s2)s1,C(Cl)(Cl)Cl,451.0
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CO,338.0
NCc1cc(CCc2ccc(N(c3ccccc3)c3ccccc3)cc2)c(CN)cc1CCc1ccccc1,C(Cl)(Cl)Cl,452.0
O=S(=O)([O-])c1ccc(O)c2ccccc12,CCOC(=O)C,322.0
CC(C)(C)C1CC(/C=C/C=C(\CN)C(=O)O)=C2OC(c3ccccc3)=CC(c3ccccc3)=C2C1,C(Cl)Cl,588.0
NCCCCNc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1[N+](=O)[O-],C(Cl)Cl,503.0
CC(=O)OC[C@H]1O[C@@H]([C@@H]2C=C(Br)C(=S)NC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,C(Cl)(Cl)(Cl)Cl,440.0
O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4n(-c4ccccc4)c3c2)cc1,CN(C)C=O,341.0
CC1=C(C)C(C)=[N+]2C1=C(CN)c1c(C)c(C)c(C)n1[B-]2(F)F,CO,588.0
NCC(=Cc1cc2sc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2s1)C(=O)O,CN(C)C=O,503.0
CC(C)[Si](CCc1ccc2c(c1)C=C1B(N2)c2cc(CC[Si](C(C)C)(C(C)C)C(C)C)ccc2C(c2ccccc2)=C1c1ccccc1)(C(C)C)C(C)C,C(Cl)Cl,402.0
Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,CC#N,414.0
C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1cccc(Oc2ccccc2)c1,C1CCOC1,440.0
CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,C1CCOC1,335.0
Cn1c2nc(=O)[nH]c(=O)c-2nc2ccccc21,CC1CCCO1,459.0
CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,C(Cl)Cl,334.0
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CO,391.0
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(CN)C(=O)O)s4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,CN(C)C=O,477.0
COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CCOC(=O)C,372.0
CN(C)c1ccc2c3c(c(=O)oc2c1)C=c1cc2c(cc1O3)=[N+](CCC(=O)O)CCC2,CO,591.0
CS(=O)(=O)OCCNc1sc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1CN,CCO,591.0
Clc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C(Cl)(Cl)Cl,329.0
CCNc1ccc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCCC1=C2/C=C1/N(CC)c2ccccc2C1(C)C,C(Cl)Cl,712.0
CN(C)c1ccc(CCc2ccc3ccc4c(CCc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CC(=O)C,447.0
CCOC(=O)CCCCCCCCCCOc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,C(Cl)Cl,548.0
CCC1=C(C)C2=Cc3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,CC(=O)C,509.0
CN(C)c1ccc(/C=C/c2ccccn2)cc1,C1CCOC1,355.0
OCC1O[C@@H](Cc2cc(O)cc(/C=C/c3ccc(O)c(O)c3)c2)[C@H](O)[C@@H](O)[C@@H]1O,C(Cl)(Cl)Cl,312.0
CC1=CC(C)=[N+]2C1=C(c1ccc(OCCCOc3ccc(C(=Cc4ccccc4)CN)cc3)cc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,501.0
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CC#N,434.0
CCC1=C(C)C2=C(c3ccc(COC(C)=O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,524.0
c1ccc2cc3c(cc2c1)cc1ccc2c4cc5ccccc5cc4cc4ccc3c1c42,CC1=CC=CC=C1,573.0
CC(C)(C)c1ccc(O)c(N=Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)c1,CCO,428.0
c1ccc(-c2nnc(-c3cc(-c4nnc(-c5ccccc5)o4)c(-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)o2)cc1,CC1=CC=CC=C1,370.0
CC1=[N+]2C(=C(C(=O)N(C)C)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,515.0
