em,smiles,solvent
,C[C@@H]1C[C@H](O)[C@H]2C(=O)c3c(O)cccc3O[C@]2(C)[C@H]1O,CO
,Cn1c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2c2cc(/C=C(\C#N)C(=O)O)ccc21,C1CCOC1
752.0,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O
440.0,CCN(CC)c1cc2ccc3cc(C#N)cc4ccc(c1)c2c34,CCCCCC
508.0,CCN(CC)c1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,CCO
,CCCCC(CC)Cn1c(C=C(C#N)C(=O)O)ccc1/C=N/N(c1ccccc1)c1ccccc1,C1CCOC1
540.0,CC1=CC(C)(C)Nc2ccc3c(-c4ccc(-c5ccccc5)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O
,COc1ccc(-c2cc3c(C#N)c4c5c(oc(=O)c4c(=N)n3[nH]2)-c2ccccc2SC5)cc1,CN(C)C=O
532.0,Cc1ccc(C2=C3C=CC(=[O+]c4ccccc4Br)N3[B-](F)(F)n3c(Oc4ccccc4Br)ccc32)cc1,C1CCOC1
,CN(C)c1ccc2sc3ccccc3c(=O)c2c1,CO
,CCCCC1=C(C)c2nc1cc1[nH]c(c(C)c1CCCC)c(-c1cccc(OC)c1)c1nc(cc3[nH]c(c(C)c3CCCC)c2-c2cccc(OC)c2)C(CCCC)=C1C,c1ccccc1
763.0,C[N+]1=C(C=CC2=C3Oc4c(cc5c6c4CCCN6CCC5)C(c4ccccc4C(=O)O)=C3CCC2)C(C)(C)c2c1ccc1ccccc21,CCO
523.0,Cc1cc(O)c(C(=O)/C=C/c2cccc(O)c2)c(=O)o1,CC#N
,ClCC1=C(Cl)[C](Cl)C(=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(Cl)=C1Cl,C1CCCCC1
,CCCCCCCCOc1cc(/C=C/c2cc(OCCCCCCCC)c(/C=C/c3cc(OCCCCCCCC)c(/C=C/c4cc(OCCCCCCCC)c(/C=C/c5c(Cl)c(Cl)c(C(=C6C(Cl)=C(Cl)C(Cl)=C(Cl)[C-]6Cl)c6c(Cl)c(Cl)c(Cl)c(Cl)c6Cl)c(Cl)c5Cl)cc4OCCCCCCCC)cc3OCCCCCCCC)cc2OCCCCCCCC)c(OCCCCCCCC)cc1/C=C/C1=C(Cl)C(=[Cl+])C(=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(Cl)=C1Cl,ClCCl
,CCc1c(C)[nH]c(C2=[N+]3C(=C(c4ccccc4)c4c(Br)c(Br)c(-c5[nH]c(C)c(CC)c5C)n4[B-]3(F)F)C(Br)=C2Br)c1C,ClC(Cl)Cl
,CC1CC(C)(C)N(C)c2ccc(/C=C/C3=C/C(=C(\C#N)C(=O)O)c4ccccc4O3)cc21,CCO
565.0,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2C)cc1,Cc1ccccc1
,COCCOCCOCCOc1ccc(-c2ccc3n2[B-](F)(F)n2c(=C4C=CC(=[O+]CCOCCOCCOC)C=C4)ccc2=C3c2c(F)c(F)c(F)c(F)c2F)cc1,ClCCl
636.0,COC1=C/C(=C\C=C2C=CN(Cc3ccc(Br)cc3)C=C2)C=CC1=O,CO
423.0,C1=Cc2ccc3c4c2N(CCN4B(c2ccccc2)C(/C=C/c2ccccc2)=C3)B1c1ccccc1,ClCCl
461.0,Cc1c(OCC(=O)O)cc2c3c([nH]c2c1C)C(=O)CCC3,CCO
,O=C1OC(=O)c2ccc3c4ccc(Br)c5cccc(c6ccc1c2c63)c54,CS(C)=O
,Cc1ccc([S+]=C2C=CC(=C(c3ccccc3)c3ccccc3)C=C2)cc1,O=C(O)C(F)(F)F
423.0,N#Cc1cc(-c2ccc(F)cc2)cnc1O,CC#N
,CCC1=C(C)c2cc3[nH]c(c(C)c3C)c(-c3ccccn3)c3nc(cc4[nH]c(cc1n2)c(CC)c4C)C(C)=C3C,CCO
391.0,C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1,Cc1ccccc1
,CCC1=C(C)c2cc3[nH]c(cc4nc(c(C=O)c5cc(C)c(cc1n2)[nH]5)C(CC)=C4C)c(C)c3CC,ClCCl
449.0,COc1ccc(/C=C/c2nccc3ccccc23)cc1,CC(C)=O
,COCCOCCOCCOc1cc(/C(=C2\C=CC=N2)c2ccc[nH]2)cc(OCCOCCOCCOC)c1OCCOCCOCCOC,ClC(Cl)Cl
419.0,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc(S(=O)(=O)c3ccc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,Cc1ccccc1
,C#CCOc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClC(Cl)Cl
434.0,C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCCCC3)cc2)cc1)=C1CCCCCC1,ClCCl
,Cc1cc(C)c(-c2c3nc(c(-c4c(C)cc(C)cc4C)c4[nH]c(c(Cl)c4Cl)c(-c4c(C)cc(C)cc4C)c4nc(c(-c5c(C)cc(C)cc5C)c5[nH]c2c(Cl)c5Cl)C(Cl)=C4Cl)C(Cl)=C3Cl)c(C)c1,ClCCl
695.0,C[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)C=C1,CC(C)=O
588.0,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,Cc1ccccc1
,CCC1=C(C)C2=C(c3ccc(N4CCCNCCNCCCNCC4)c([N+](=O)[O-])c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl
534.0,Cc1ccccc1CC1=[N+]2C(=C(c3ccccc3)c3ccc(Cc4ccccc4C)n3[B-]2(F)F)C=C1,ClCCl
501.0,CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CS(C)=O
,COc1cc(O)c2c(=O)c3cc(CC=C(C)C)c(O)c(O)c3oc2c1CC=C(C)C,CO
732.0,COc1ccc2c(c1)CCc1c(-c3ccccc3)c3n(c1-2)[B-](F)(F)n1c(=C2C=CC(=[O+]C)C=C2)cc(-c2ccccc2)c1=N3,ClC(Cl)Cl
,CCCCCN1C=CC(=CC=C2C=CC(=[N+](C)C)c3ccccc32)c2ccccc21,ClC(Cl)Cl
627.0,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O
,Cc1ccc(N(c2ccc(C=NN(c3ccccc3)c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)cc3)cc2)c2ccc(C=NN(c3ccccc3)c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)cc3)cc2)cc1,ClC(Cl)Cl
428.0,COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,ClCCl
,Oc1ccccc1-c1c2nc(c(-c3ccccc3O)c3ccc([nH]3)c(-c3ccccc3O)c3nc(c(-c4ccccc4O)c4ccc1[nH]4)C=C3)C=C2,c1ccncc1
,CC(=O)O[C@@H]1C=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21,CCO
517.0,CCCCCCOc1ccc(-n2c3ccsc3c3sc(/C=C(\C#N)C(=O)O)cc32)c(OCCCCCC)c1,ClCCl
,Cc1ccc(S(=O)(=O)Nc2ccccc2/C=N/c2ccc(Cc3ccc(/N=C/c4ccccc4NS(=O)(=O)c4ccc(C)cc4)cc3)cc2)cc1,CC#N
,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)N=C1O,ClC(Cl)Cl
644.0,CC(C)[Si]1(C(C)C)c2cc(C=C(C#N)C#N)ccc2-c2ccc(N(C)C)cc21,ClCCl
410.0,COc1ccc2nn(C)c(-c3ccc(C)s3)c2c1,ClCCl
,CCCCC(CC)COc1ccc(C#Cc2c3ccccc3nc3ccccc23)cc1,CC#N
,C(=Cc1cnccn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,ClCCl
435.0,COC(=O)c1cc(/C=C/c2ccccc2)n2ccc3ccccc3c12,ClCCl
480.0,C(=C/c1cnc2ccccc2n1)\c1ccc(N2CCCCC2)cc1,CCCCCCC
392.0,c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1,CCCCCC
,CCN(CC)c1ccc(C=Cc2cc(C)c3n2[B-](F)(F)n2c(C=Cc4ccc(N(CC)CC)cc4)cc(C)c2C3=C2C(F)=C(F)C(=[F+])C(F)=C2F)cc1,ClCCl
449.0,CCOC(=O)c1nn(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc1-c1ccccc1,C1CCOC1
680.0,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC
605.0,O=C(O)CN1C(=O)/C(=C\c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2)SC1=S,ClCCl
,Clc1ccc(-c2cc(-c3nnc(-c4ccccc4)o3)n(Cc3ccc(Cl)nc3)n2)cc1,ClCCl
,CCOC(=O)N(C)CCCOc1cccc2c(=O)c3ccccc3sc12,CO
660.0,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(/C=C/c4ccc5ccccc5c4)cc32)c(C)c1,C1CCOC1
,CC(C)CC(=O)c1c(O)cc2c(c1O)C(c1ccccc1)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,ClC(Cl)Cl
690.0,COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(OC)cc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1
614.0,C[O+]=C1C=CC(=c2c3ccccc3c3n2[B-](F)(F)N2C=c4c5ccccc5c(=C5C=CC(=[O+]C)C=C5)n4[B-](F)(F)N2C=3)C=C1,ClCCl
,CC=C1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)C=Cc2ccc(O)c(O)c2)[C@H](O)[C@@H]1O,CO
644.0,Cc1cc(C)c(C2=C3C=C(c4ccc(C(C)(C)C)cc4)C(c4ccc(C(C)(C)C)cc4)=[N+]3[B-](F)(F)n3c2cc(-c2ccc(C(C)(C)C)cc2)c3-c2ccc(C(C)(C)C)cc2)c(C)c1,ClCCl
,CCN(CC)c1ccc2c(c1)=[O+]C(=O)c1cc3n(c1=2)[B-](F)(F)n1c(C)cc(C)c1C=3c1ccccc1,ClCCl
576.0,CCN(CCCS(=O)(=O)O)c1ccc2c(-c3ccc(C(O)=NCCCCCC(=O)O)cc3C(=O)O)c3ccc(N(CC)CCCS(=O)(=O)O)cc3[o+]c2c1,CCO
,COc1cccc(C2=[N+]3C(=C(c4ccccc4)c4cc5ccccc5n4[B-]3(F)F)C=C2)c1,ClCCl
585.0,CC1=C(c2ccccc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,ClCCl
,CC(C)=CC(=O)CC1=C2C=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc3c12,Cc1ccccc1
573.0,Cc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2,CS(C)=O
,O=C(O)COc1ccc(-c2c3nc(c(-c4ccc(OCC(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(OCC(=O)O)cc4)c4nc(c(-c5ccc(OCC(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O
,O=C(C=Cc1cn(Cc2ccccc2)c2ccccc12)c1ccc2ccccc2c1,ClCCl
,OCCCOc1c(F)c(F)c(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,CO
,CCOCn1c(Cc2ccccc2)c(C(C)C)c(O)nc1=O,CO
,Cc1cc(C)n2c1C=C1C=CC(CN=C(O)CSCCOCCSC[C@H]3O[C@@H](O[C@@H]4[C@@H](O)[C@H](NC(=N)N)C[C@H](NC(=N)N)[C@H]4O[C@H]4O[C@H](CNC(=N)N)[C@@H](O)[C@H](O)[C@H]4NC(=N)N)[C@H](O)[C@@H]3O[C@H]3O[C@@H](CNC(=N)N)[C@@H](O)[C@H](O)[C@H]3NC(=N)N)=[N+]1[B-]2(F)F,CO
,COC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC)ccc12,C1CCOC1
631.0,CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,ClCCl
531.0,F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=CC=[N+]21,Cc1ccccc1
651.0,C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl
567.5,N#C/C(=C(/c1ccccc1)c1ccc(C#CC2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,C1CCOC1
,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C2(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c3ccccc3-c3ccccc32)cc1,ClCCl
,CCC1=C(CC)c2nc1c(Cl)c1[nH]c(c(Cl)c3nc(c(Cl)c4[nH]c(c2Cl)c(CC)c4CC)C(CC)(CC)C3=O)c(CC)c1CC,ClC(Cl)Cl
440.0,O=Cc1cc(O)ccc1O,CN(C)C=O
,CCCCCCCCC(CCCCCC)Cn1c2c3ccccc3sc2c2sc3cc(-c4sc(/C=C(\C#N)C(=O)O)cc4CCCCCC)ccc3c21,C1CCOC1
594.0,C[O+]=C1C=CC(=C2c3cc4c5ccccc5oc4n3[B-](F)(F)n3c2cc2c4ccccc4oc23)C=C1,CCOC(C)=O
,O=C(O)c1ccccc1-c1c2cc(F)c(=NCC(F)(F)F)c(S(=O)(=O)O)c-2oc2c(S(=O)(=O)O)c(NCC(F)(F)F)c(F)cc12,O
491.0,CC(C)(C)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Oc7ccccc76)cc5c4cc3c2c1,ClC(Cl)Cl
566.0,CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCOCC3)cc21,CCO
,COc1c2cc(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)c2c(O)c2c(=O)oc(C)cc12,CO
,CCCCCCCCCCOC(=O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,CCO
558.0,COC1=CC(=CC=C2C=C[NH+](Cc3ccc(Br)cc3)C=C2)C=CC1=O,CCCCO
533.0,O=c1oc2ccccc2c2c1c(=O)oc1c3ccccc3cc(O)c12,ClCCl
,CCCCCCCCn1nc2c(-c3ccc4c(c3)C3CCCC3N4c3ccc(C)cc3)ccc(-c3cc4c(s3)C(C)(C)c3cc(/C=C(\C#N)C(=O)O)sc3-4)c2n1,ClCCl
738.0,CCN(CC)c1ccc2c(c1)OC1=C(C=CC3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2c1ccccc1C(=O)O,ClC(Cl)Cl
,CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc(C(=O)O)cc3)cc21,C1CCOC1
440.0,O=C1CCCC2=C1CC1=C(CCCC1=O)N2N=C(O)c1ccccc1,ClC(Cl)Cl
,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,CN1CCCC1=O
,CN1C=CC(=C(C#N)c2cc(C(F)(F)F)c3ccc(N4CCC4)cc3[o+]2)C=C1,Cc1ccccc1
360.0,O=S(=O)(O)c1ccc([O-])c2ccccc12,CC(C)O
376.0,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CCCCC
568.0,C[O+]=C1C=Cc2cc(=c3cc(-c4ccccc4)c4n3[B-](F)(F)N3c5cncc[n+]5[B-](F)(F)N3C=4)ccc2=C1,ClCCl
454.0,CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,ClC(Cl)Cl
,CCCC1C2=C(CC(C)(C)CC2=O)N(CCCOC)C2=C1C(=O)CC(C)(C)C2,CO
,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC#N
550.5,CC1=C(c2ccc(C=C(Br)Br)cc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(Br)c(C)n1[B-]2(F)F,CN(C)C=O
,O=C(O)CN1C(=O)/C(=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)SC1=S,CC#N
422.0,COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,CC#N
,c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,CO
323.0,COc1ccc(OC)cc1,C1CCCCC1
559.0,CCC1=C(C)C2=C(c3ccccc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C=O,C1CCOC1
,Cc1cc2c(c(C)n1)C(=O)c1c(ccc(C)c1O)[C@@]2(C)O,CO
,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,OCC(F)(F)F
,CC1=C(c2ccccc2)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4/N=C(O)C(C)=C4c4ccccc4)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)N=C1O,c1ccccc1
,COC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC)ccc12,CO
515.0,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc([Si](C)(C)[Si](C)(C)c4ccc(C(F)(F)F)cc4)cc32)c(C)c1,C1CCOC1
600.0,CC1=C(C#Cc2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,ClCCl
,CC(C)(C)Oc1ccc([C@@H]2COC(CC3=N[C@H](c4ccc(OC(C)(C)C)cc4)CO3)=N2)cc1,CCO
635.0,CC1(C)CCN2CCCc3cc4c(-c5ccccc5C(=O)O)c5cc6c(-c7ccccc7C(=O)O)c7cc8c9c(c7[o+]c6cc5[o+]c4c1c32)C(C)(C)CCN9CCC8,ClC(Cl)Cl
560.0,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,Cc1ccccc1
,O=CC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(c2ccccc2)=C1c1ccccc1,ClCCl
,Cc1c(N=Nc2nc3ccccc3s2)c2ccccc2n1C,ClC(Cl)Cl
399.0,Clc1ccc(-c2nnc3ccccn23)cc1,ClCCl
595.0,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(/C=C/N4CCCCC4)ccc32)c(C)c1,CO
617.0,C(=C/c1cnc2ccccc2n1)\c1ccc(N2CCCCC2)cc1,CC#N
,N#C/C(=C\c1ccc(N(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)cc1)C(=O)O,CC#N
,CC(C)(C)OC(O)=NCCN=c1c2ccccc2[nH]c2ccc(OC(F)(F)F)cc12,CO
417.0,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClCCl
,CCCCC(CC)Cn1nc2c3cc(C=C(C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3c2n1,C1CCOC1
,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CN(C)C=O
,CC1(C)c2cc(/C=C(\C#N)C(=O)O)sc2-c2sc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc21,C1CCOC1
,O=C(C=CC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1)c1ccccc1,ClC(Cl)Cl
621.0,COC(=O)c1ccc(C2=C3C(C)=C(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)C(C)=[N+]3[B-](F)(F)n3c(C)c(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)c(C)c32)cc1,CC(C)=O
,COc1ccc(C(OS(=O)(=O)c2ccc(C)cc2)=C2c3ccccc3Oc3ccccc32)cc1,CCO
,CCCCCCCCCC1=C2C(C)=C(C#CCCO[Si](C)(C)C(C)(C)C)C(C)=[N+]2[B-](F)(F)n2c(C)c(C#CCCO[Si](C)(C)C(C)(C)C)c(C)c21,ClCCl
,C=C[C@@]1(C)C[C@@H](OC(C)=O)[C@H]2[C@](C)(O1)C(=O)C[C@H]1C(C)(C)[C@@H](OC(C)=O)CC[C@]21C,CO
,Cl[C]1C(Cl)=C(Cl)C(=C(c2c(Cl)cc(Cl)cc2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(Cl)=C1Cl,C1CCCCC1
,CCCCCCn1c2ccccc2c2cc(-c3ccc(-n4c(/C=C(/C#N)C(=O)O)ccc4/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)ccc21,C1CCOC1
,O=C(OCCCCCCCl)c1c2ccccc2nc2ccccc12,ClCCl
,CCc1c(O)nc(=O)n(COCCCCO)c1Cc1cc(C)cc(C)c1,CO
,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O
,C#CCOc1c(F)c(F)c(C2=C3C=CC(C(C(=O)OCC)C(=O)OCC)=[N+]3[B-](F)(F)n3c2ccc3C(C(=O)OCC)C(=O)OCC)c(F)c1F,ClCCl
444.0,c1ccc2nc3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3cc2c1,CC(C)OC(C)C
705.0,CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CCO
,CCc1ccc(Cc2nc3c(Cc4ccccc4)[nH]c(-c4ccc(O)cc4)cn-3c2=O)cc1,CO
,COc1ccc(-c2c3c(n4c2N=c2c(-c5ccc(OC)cc5)c5c(n2[B-]4(F)F)=C2C=CC(=[O+]C)C=C2CC5)-c2ccc(OC)cc2CC3)cc1,ClC(Cl)Cl
700.0,CN1C(=CC2=C(C(=C=[N-])C#N)C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,ClC(Cl)Cl
608.0,CCCCCCCCN1C(=O)S/C(=c2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)sc(=O)n2CC(=O)O)C1=O,ClC(Cl)Cl
585.0,F[B-]1(F)N2C(=C3C=c4c(c5ccccc5c5ccccc45)=[N+]31)C=Cc1ccccc12,ClCCl
,CN1CCC[C@@H]1C(=O)Nc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClC(Cl)Cl
461.0,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(OC)cc3)n2)cc1,CS(C)=O
519.0,CCOC(=O)/C(=C/c1ccc(N(C)C)cc1)n1nc2ccccc2n1,CO
397.0,COC(=O)c1ccc(C2=S=C(c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)C=C2)cc1,ClC(Cl)Cl
535.0,c1ccc(-c2nc(-c3ccccc3)nc(-n3c4ccccc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)n2)cc1,C1CCOC1
,C[C@H]1CC(C)(C)N(C)c2ccc(/C=C/c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)cc21,CCO
632.0,CCC1=[N+]2C(=CC1=[Br+])C1=C3N(c4ccccc4N3[B-]2(F)F)[B-](F)(F)n2c1cc(Br)c2CC,ClCCl
,COC(=O)CNCc1cc2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)C=C3)C=C1,ClC(Cl)Cl
,COC(=O)[C@@]12CC=C(O)C(=O)[C@H]1CC=C1CCCC[C@@H]12,CCO
383.0,CCCCCCCCn1cc(-n2c(-c3cc(-c4nc5ccc(C)cc5n4-c4cn(CCCCCCCC)nn4)cc(-c4nc5ccc(C)cc5n4-c4cn(CCCCCCCC)nn4)c3)nc3ccc(C)cc32)nn1,C1CCOC1
,N#C/C(=C/c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,ClCCl
613.0,O=[N+]([O-])c1ccc(N2C=c3ccc4c5c(ccc4c3O[B-]2(C2=C(F)C(F)=C(F)C(=[F+])C2=[F+])c2c(F)c(F)c(F)c(F)c2F)=CN(c2ccc([N+](=O)[O-])cc2)[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)O5)cc1,Cc1ccccc1
,O=C1OC(=O)c2cccc3cccc1c23,O
581.0,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccc(-c4ccc(-c5cc6c7c(c5)CCCN7CCC6)cc4)s3)s2)SC1=S,CCO
