em,smiles,solvent
649.0,COC(=O)CCc1c(C)c(-c2cccs2)n2c1C(c1cccs1)=c1c(CCC(=O)OC)c(C)c(=C3C=CC=[S+]3)n1[B-]2(F)F,ClCCl
627.0,COC(=O)c1ccc(C2=C3C(C)=C(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)C(C)=[N+]3[B-](F)(F)n3c(C)c(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)c(C)c32)cc1,c1ccncc1
440.0,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,C1CCOC1
538.0,CC1=C(Cc2ccccc2)C(C)=[N+]2C1=Cc1c(C)c(Cc3ccccc3)c(C)n1[B-]2(F)F,CC(C)=O
,CCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c1sc(-c2ccc3c(c2)c2cc(C(C)(C)C)ccc2n3-c2ccc(C(C)(C)C)cc2)cc1CCCCCC,C1CCOC1
,CC(C)c1cc2c(oc1=O)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC2=O,CO
483.0,COc1ccsc1-c1ccc(-c2ccc(-c3sccc3OC)s2)s1,CCCCCCCCCCCCCC
,ClCCN(CCCl)c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccc(N(CCCl)CCCl)cc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
,CCCCN=c1ccc2c(-c3ccccc3C(=O)O)c3ccc(NCCCC)cc3oc-2c1,O
405.0,N#Cc1cc2ccc(O)cc2oc1=O,C1CCOC1
,Cc1ccc(C(=C2C=CC(=[S+]c3ccc(C(=C4C=C[C+](C)C=C4)c4ccc(C)cc4)cc3)C=C2)c2ccc(C)cc2)cc1,O=C(O)C(F)(F)F
,O=C1c2ccccc2C(=O)c2c(OCCCCCCOC3CCCCO3)cccc21,CC#N
487.0,COc1cc2c(cc1-c1ccsc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccsc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1
,CCC1=C(C)C2=C(/C=C/c3ccc([N+](=O)[O-])cc3)c3c(C)c(CC)c(/C=C/c4ccc(OC)cc4)n3[B-](F)(F)[N+]2=C1/C=C/c1ccc(OC)cc1,ClCCl
,CCC1=C(CC)/C2=C/c3[nH]c(c(CC)c3CC)/C=C3\N=C(C(CC)=C3CC)C(C(C)(C)C)c3[nH]c(c(CC)c3CC)C(C(C)(C)C)C1=N2,ClCCl
513.0,CC1=CC(C)=[N+]2C1=C(c1ccc([N+](=C3C=CC(=C4c5c(C)cc(C)n5[B-](F)(F)n5c(C)cc(C)c54)C=C3)c3ccc(C4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CO
,CCN(CC)c1cc(-c2ccccc2C(=O)O)c2cc3cc4c(cc3[o+]c2c1)N(CC)c1ccccc1S4,CCO
531.0,CCCCCC1=C2C(C)=C(CC)C(C)=[N+]2[B-](F)(F)n2c(C)c(CC)c(C)c21,CCOCC
366.0,CN(C)c1ccc(C#Cc2ccccc2)cc1,Cc1ccccc1
,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)c(O)ccc3c(=O)c2c1O,CO
,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OCCCCCC(=O)O)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
,CC(C)=CCCC1(C)Oc2ccc(O)cc2-c2cc(O)ccc21,CO
536.0,CN(C)c1ccc(/C=C/c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,C1CCOC1
,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc(C(C)(C)C)c1,ClCCl
481.0,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1,Cc1ccccc1
426.0,O=C(O)CCCCCn1c2ccccc2c(=O)c2ccccc21,O
,CCC1=C(C)c2nc1cc1[nH]c(c(C)c1CC)c(-c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1nc(cc3[nH]c(c(C)c3CC)c2-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C(CC)=C1C,ClC(Cl)Cl
535.0,CCN(CC)c1ccc2n1[B-](F)(F)[N+]1=C(C=O)C=CC1=C2c1c(C)cc(C)cc1C,ClCCl
720.0,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC
,COc1c(C(C)=O)ccc2c(=O)c3c(OC)cc(O)cc3oc12,CO
434.0,COc1ccccc1-c1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(C)cc2)c1-c1ccccc1OC,CC(C)O
,CCOc1cccc2oc3cc(C)ccc3c(=O)c12,CO
405.0,O=S1c2ccc(-c3c4ccccc4cc4ccccc34)cc2-c2cc(-c3c4ccccc4cc4ccccc34)ccc21,C1CCCCC1
,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CC(C)O
,Cc1cc(C)c2ccc(/N=N/c3ccc(C(c4ccccc4)c4ccccc4)cc3)c-2c(C)c1,C1COCCO1
,CC=C1N=C(c2ccccc2)N(CCN)C1=O,CO
,COc1c(O)cc2oc3c(OC)cccc3c(=O)c2c1O,CO
,CN(C)C(=O)C1=C(Cl)[C](Cl)C(=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(N(C)C)c(Cl)c2Cl)C(Cl)=C1Cl,C1CCCCC1
568.0,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3Br)cc2)cc1,CS(C)=O
,COC(=O)[C@]12Oc3cc(C)cc(O)c3C(=O)C1=C(O)CC[C@H]2O,CC#N
,CCC1=C(CC)c2nc1cc1[nH]c(c(CC)c1CC)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(CC)c3CC)c2-c2ccccc2)C(CC)=C1CC,ClC(Cl)Cl
487.0,COC(=O)C1=C(C(=O)OC)C2(c3cc(Cl)ccc3-c3c(Cl)cc(Cl)cc32)C2(/C=C/c3ccccc3)c3cc(OC)c(OC)cc3CCN12,ClCCl
724.0,CCCCCCOc1ccc(N(c2ccc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)cc2)c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(N(c4ccc(OCCCCCC)cc4)c4ccc(-c5ccc(-c6ccc(/C=C(/C#N)C(=O)O)s6)s5)cc4)ccc2-3)cc1,C1CCOC1
,COc1cc(OC)c2c(=O)c3cc(O)c(OC)c(OC)c3oc2c1,CO
682.0,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,CCCCCCCCCCO
516.0,C[Si](C)(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc([Si](C)(C)C)cc5)cc4)c4nsnc34)cc2)cc1,C1CCOC1
,CCCOC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C(=O)OCCC)c5C)C(CC)=C4C)c(C(C)=O)c3C,ClCCl
589.0,CC[N+]1=C(C=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)O)cc4c3C2(C)C)C(C)(C)c2c1ccc1c(S(=O)(=O)O)cc(S(=O)(=O)O)cc21,O
,Cc1cc2c(c3ccccc13)OC(O)C=C2,CCO
350.0,N=c1nccc[nH]1,CS(C)=O
511.0,CC1(C)CC(/C=C/c2ccc(-n3cccn3)cc2)=CC(=C(C#N)C#N)C1,c1ccccc1
,COc1c(OC)c2c(=O)cc(C)oc2c2c(OC)cc(O)cc12,CO
394.0,COc1ccc(C(=O)O)c([O-])c1,O
,C=CC(C)(C)c1cc(O)c(O)c2c(=O)c3cc(CC=C(C)C)c(O)c(O)c3oc12,CO
,CCc1c(C)[nH]c(/C=C2\N=C(C)C(I)=C2C)c1C,CN(C)C=O
442.0,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc6c(cc54)C(c4ccccc4)(c4ccccc4)c4ccccc4-6)cc3)n2)cc1,Cc1ccccc1
,COc1ccc(Cc2c(=O)c3c([n-][n+]2C)CCCC3)cc1OC,CCO
,C[N+]1=C(C(=O)O)C(=Cc2ccc([N+](=O)[O-])cc2)c2ccccc21,O=S(=O)(O)O
,CCCCOc1cc(C=Cc2ccc(C=Cc3cc(OCC(C)CC)c(OCC(C)CC)c(OCC(C)CC)c3)c3nsnc23)cc(OCC(C)CC)c1OCC(C)CC,ClCCl
618.0,CC1=[N+]2C(=C(C(=O)Oc3c(F)c(F)c(F)c(F)c3F)c3ccc(C)n3[B-]2(F)F)C=C1,O
653.0,CCN1C=C(c2ccc3n2[B-](F)(F)[N+]2=CC=CC2=C3c2c(C)cc(C)cc2C)CCC1,Cc1ccccc1
484.0,COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,CC#N
,CC(C)C1=C(O)C(=O)c2c(ccc3c2[C@@H](O)CCC3(C)C)C1=O,ClC(Cl)Cl
,CC1=CC(C=Cc2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,ClCCl
,CCc1c(/C=C2\N=C(O)C(C)=C2C)[nH]c(Cc2ccccc2C)c1CC,ClC(Cl)Cl
546.0,O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,C1CCOC1
,COC1=CC(=O)c2ccc3cc(OC)cc(O)c3c2C1=O,CO
487.0,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO
500.0,CCC1=C(C)C(=O)n2c1cc1c(C)c(CC)c(C)n1c2=O,c1ccccc1
,Cc1c(OCC(=O)O)cc2c3c([nH]c2c1C)C(=O)CCC3,c1ccccc1
,COCc1cc(C)cc2c1Oc1ccc(C)cc1C2,CO
390.0,C[Si]1(C)C(c2ccccc2)=Cc2ccccc21,ClCCl
,COc1ccc(C=Cc2c(F)c(F)c(C=Cc3ccc(OC)cc3)c(F)c2F)cc1,ClCCl
,CC1(C)c2ccccc2-c2cc(N(c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)cc3)c3ccc4c(c3)-c3ccccc3C4(C)C)ccc21,CCO
388.0,N#Cc1c(C#N)c2cc(Cl)ccc2c2ccc(Cl)cc12,ClC(Cl)Cl
395.0,c1ccc(-c2oc3ccc4c(ccc5oc(-c6ccccc6)c(-c6ccccc6)c54)c3c2-c2ccccc2)cc1,ClCCl
701.0,CCCCN1C(=CC=CC=CC2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CC#N
,COc1cc(OC)c2c(c1)C(=O)C1=C(COC(C)(O)C1)C2=O,CO
,Cc1c(Cl)c(O)cc2oc(=O)c3c(O)cc(O)cc3c12,CO
570.0,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,CCO
777.0,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,ClC(Cl)Cl
,Cc1cc(C)n2c1C(=C1C=CC(=N[N+]#N)C=C1)c1c(C)cc(/C=C/c3ccccn3)n1[B-]2(F)F,CN(C)C=O
676.0,COc1ccc(-c2cc3n(c2-c2ccc(OC)cc2)[B-](F)(F)n2c(cc(-c4ccc(C#N)cc4)c2=C2C=CC(=[O+]C)C=C2)=C3c2ccc(C#N)cc2)cc1,C1CCOC1
,CCOC(=O)CCCCCOc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
481.0,CN(C)c1ccc(C(O)=Nc2ccc(Cl)cc2)cc1,CCOCC
422.0,CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl
,COc1ccc(-c2c(Cc3ccc([N+](=O)[O-])cc3)n3c(=O)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4nc3n2Cc2ccc([N+](=O)[O-])cc2)cc1,O
401.6000061035156,F[B-]1(F)N2C=CC=CC2=Nc2cccc[n+]21,C1CCOC1
,O=C1c2ccccc2C(=O)c2c(Nc3ccc(I)cc3)c(Nc3ccc(I)cc3)nc(-c3ccccn3)c21,CC#N
,COc1cc(O)c2c(=O)c3c(O)cccc3oc2c1CCO,CO
,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNCc1ccccc1O,CCO
438.0,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCO
,COC1=CC(=O)C2=C(CCc3c2ccc(O)c3CC=C(C)C)C1=O,CCO
481.0,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O
,CC(=O)OC[C@H]1O[C@@H](Oc2ccc(-c3c4nc(c(-c5ccccc5)c5ccc([nH]5)c(-c5ccccc5)c5nc(c(-c6ccccc6)c6ccc3[nH]6)C=C5)C=C4)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,ClC(Cl)Cl
,CCCCCCCCCCCc1c2nc(c(CCCCCCCCCCC)c3ccc([nH]3)c(-c3ccc(C(=O)OC)cc3)c3nc(c(-c4ccc(C(=O)OC)cc4)c4ccc1[nH]4)C=C3)C=C2,ClCCl
,Clc1ccc(CC2=NCCc3ccccc32)cc1,CC#N
630.0,Cc1cc(C)c(C2=C3C=c4c([nH]c5ccc(C(C)(C)C)cc45)=[N+]3[B-](F)(F)n3c2cc2c4cc(C(C)(C)C)ccc4[nH]c23)c(C)c1,ClCCl
558.0,Cc1c(Br)c(C)n2c1C=C1C=CC(=[N+]3CCCCC3)N1[B-]2(F)F,ClCCl
445.0,Nc1cc2ccc3cccc4ccc(c1)c2c34,CO
,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,CC(C)OC(C)C
775.0,CC[N+]1=C(C=CC=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O
433.0,COc1cc2[nH]c3c(c2cc1OCC(=O)O)CCCC3=O,CCCCCCCCCCO
527.0,CC1=C(Cl)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(S(C)=O)c(C)n1[B-]2(F)F,O
,COc1ccc2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,CCO
,CCC1=C(C2=C(C3=C(CC)S(=O)(=O)c4cc(-c5ccc(C)s5)ccc43)C(F)(F)C(F)(F)C2(F)F)c2ccc(-c3ccc(C)s3)cc2S1(=O)=O,C1COCCO1
,O=C(O)c1cc(N2C(=O)[C@H](Cc3ccc(O)cc3)N=C2S)ccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,O
683.0,C1=CC2C=c3c(cc4cccc5cc6ccccc6c3c45)C3=c4ccccc4=CC(=C1)C32,ClCCl
,O=S(=O)(c1cccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccco2)c1)c1cccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccco2)c1,ClCCl
607.0,CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,C1COCCO1
,CC1(C)c2ccccc2-c2cc3c4cc(-n5c6ccccc6c6ccccc65)ccc4n(-c4ccc(-c5nc(-c6ccccc6)nc(-c6ccccc6)n5)cc4)c3cc21,ClCCl
,CN1C(C(O)=Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCOC(C)=O
628.0,Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3ccsc3)=[N+]1[B-]2(F)F,ClCCl
,C=CC(C)(C)c1c(C)c(CC=C(C)C)c(O)c2c(=O)c3c(CO)cccc3oc12,CO
,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1cccs1,C1CCCCC1
,COC(C=Cc1ccc(C)cc1)=C1C(=O)c2ccccc2C1=O,C1CCCCC1
,COc1cccc2oc3cc(C)c(O)c(CO)c3c(=O)c12,CO
478.0,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CC#N
,COc1ccc(OC)c(Cc2cc3c(N)[nH]c(=N)nc3nc2C)c1,CO
460.0,O=c1ccc2cc3ccoc3cc2o1,CC(C)O
478.0,CN(C)c1ccc(/C=C/C=N/N=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,ClCCl
,CCCCCCCCCCCCCCCCCCCc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1C2=O,ClC(Cl)Cl
,Cc1ccc(-c2nc(O)c(-c3ccccc3O)s2)cc1,C1COCCO1
443.0,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,OCCO
587.0,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3N(Cc2ccccn2)Cc2ccccn2)cc1,CCCCCCCCO
428.0,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,ClCCl
,CCOC(=O)c1c(O)c(N=Nc2ccc(OC)cc2)c2ccccc2c1O,CS(C)=O
526.0,CC1=[N+]2C(=C(c3ccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClCCl
621.0,COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(/C=C/c2ccc(/C=C(\C#N)C(=O)c3ccccc3)cc2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1/C=C/c1ccc(/C=C(\C#N)C(=O)c2ccccc2)cc1,ClCCl
,C=CCCc1cc(-c2ccc(F)cc2)nc2ccc3ccccc3c12,CCO
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(/C=C/Br)=C4C)c(/C=C/Br)c3C,ClCCl
,COc1cccc(-c2c3nc(c(-c4cccc(OC)c4)c4ccc([nH]4)c(-c4ccc(N)c(OC)c4)c4nc(c(-c5cccc(OC)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CN(C)C=O
695.0,CCN(CC)c1ccc2c(C(F)(F)F)c3oc4cc(=[NH2+])ccc4c3oc2c1,ClCCl
537.0,CC1=CC(C)=[N+]2C1=C(C(=O)OC(C)C)c1c(C)cc(C)n1[B-]2(F)F,CS(C)=O
428.0,COc1cc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc(OC)c1OC,ClC(Cl)Cl
512.0,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1S,C1COCCO1
,CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,CCO
,COc1ccc(CC2=NCCc3ccccc32)cc1,CC#N
490.0,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,Cc1ccccc1
,COc1ccc(Cc2nccc3sccc23)cc1OC,CO
428.0,O=C1N=C(O)/C(=C\c2ccccc2O)S1,CO
,Brc1ccc(-n2cccc2)cc1,ClC(Cl)Cl
583.0,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3N(Cc2ccccn2)Cc2ccccn2)cc1,CCO
445.0,FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,CC#N
371.0,COC(=O)c1nc2c(OCc3ccccc3)nc(=N)[nH]c2n1Cc1ccccc1,ClCCl
,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1cccc(O)c1,C1CCCCC1
552.0,CCCCCCN1C(=O)C(c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)=C(c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)C1=O,ClC(Cl)Cl
,CC(C)=CCc1ccc(CC2=C(c3ccc(O)cc3)C(O)OC2=O)cc1O,CO
384.0,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,Cc1ccccc1
,COc1c(CC=C(C)C)c(O)c(C(C)=O)c(O)c1Cc1c(O)c(C(C)=O)c(O)c(CC=C(C)C)c1OC,CO
514.0,CCOCC[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C=C1,CCCCCC
,CCCCCCCCOc1ccc(-c2c3nc(c(-c4ccc(OCCCCCCCC)cc4)c4ccc([nH]4)c(-c4ccc(OCCCCCCCC)cc4)c4nc(c(-c5ccc(OCCCCCCCC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
488.0,CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,c1ccccc1
,COc1ccc(OC)c2cc3c(cc12)C(=O)C=CC3=O,ClCCl
,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccc6c(c5)OCCO6)c5ccc6c(c5)OCCO6)cc4)s3)s2)s1)C(=O)O,ClCCl
,COc1ccc2[nH]c3cc(Cl)ccc3c(=NCCCn3cc(C)c(O)nc3=O)c2c1,CCO
485.0,CCCCCCCCC1(CCCCCCCC)c2cc(C=O)ccc2-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,CS(C)=O
,CCC1=C(CC)/C(=C/C2=N/C(=C\c3[nH]cc(C)c3C)C(CC)=C2CC)N=C1O,CCO
492.0,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CC#N
,CCC1=C(CC)c2cc3[nH]c(cc4nc(c(C(F)C(F)(F)C(F)(F)F)c5ccc(cc1n2)[nH]5)C=C4)c(CC)c3CC,ClCCl
,CC1C2=C(CC(C)(C)CC2=O)N(C)C2=C1C(=O)CC(C)(C)C2,CC(C)O
489.0,CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CO
574.0,F[B-]1(F)N2C(=[Br+])C(Br)=CC2=C(c2ccccc2)c2cc(Br)c([O+]=C3C=CC(=c4ccc5n4[B-](F)(F)n4cccc4C=5c4ccccc4)C=C3)n21,ClC(Cl)Cl
,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNCc1ccccc1O,CS(C)=O
,O=c1ccc2ccc(O)cc2o1,O
625.0,CCC1=C(C)C2=C(c3ccc(O)cc3)c3c(C)c(CC)c(/C=C/c4ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc4)n3[B-](F)(F)[N+]2=C1C=O,C1CCCCC1
,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)c3cc21,CN(C)C=O
,CCC1=C(C)c2nc1cc1[nH]c(cc3nc(cc4[nH]c(c(C)c4CC)c2-c2ccc(O)cc2)C(C)=C3CCC(=O)OC)c(CCC(=O)OC)c1C,ClCCl
371.0,COC(=O)C(N=C(O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)c(OC)c(OC)c3)nc2c1,CC#N
513.0,Nc1cccc2c1-c1ccccc1C2=O,C1CCCCC1
,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nsnc34)cc2)cc1,ClCCl
645.0,CCCCCCOc1ccc(N(c2ccc(C=C3C(=O)c4cc(C(=O)O)c(C(=O)O)cc4C3=O)cc2)c2ccc(OCCCCCC)cc2)cc1,C1CCOC1
,CC1=C(Br)C(C)=[N+]2C1=C(c1ccc(-c3ccnc(-c4ccccn4)c3)cc1)c1c(C)c(Br)c(C)n1[B-]2(F)F,CC#N
454.0,F[B-]1(F)n2cccc2C(NCc2ccccc2)=C2C=CC=[N+]21,C1COCCO1
,CCCCCCc1cc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7sc(/C=C(\C#N)C(=O)O)c8c7OCCO8)s6)s5)cc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2sc(/C=C(\C#N)C(=O)O)c3c2OCCO3)s1,C1CCOC1
,CCCCCCn1c2cc(C(=O)OCC)ccc2c2c1c1ccc(C(=O)OCC)cc1n2CCCCCC,CCCO
426.0,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,CN(C)C=O
,Cc1nc(C(=O)NCCCN(C)C)cc2c1ccc1ccccc12,CO
,Cc1ccnc2c1c([N+](=O)[O-])c(O)c1ccccc12,CCO
556.0,CCC1=CC2=C(c3cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N
,CCn1c2ccccc2c2cc(/C=C3\SC(=S)N(CC(=O)O)C3=O)c(OC)cc21,CC#N
,CN(C)C=NC1=C2CCCC(C=O)=C2Oc2ccccc21,CC#N
427.0,F[B-]1(F)[O+]=C(c2ccccc2)C=C2C=C(Cl)N=CN21,CC#N
547.0,Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3N2CCOCC2)cc1,ClCCl
,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)OC)c(C)c4CCC(=O)OC)C(C)=C3CCC(=O)OC,ClC(Cl)Cl
500.0,CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,CCO
572.0,CC1=C(C)N2C(=Cc3c(Sc4ccccc4)c(C)c(C)n3[B-]2(F)F)C1=[S+]c1ccccc1,Cc1ccccc1
573.0,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CN(C)C=O
