smiles,solvent,ex (nm)
Cc1cc(C)c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)[nH]1,CS(=O)C,612.0
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,C1COCCO1,482.0
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,O,334.0
CC(=O)c1ccc(N=Nc2ccc(O)c3ncccc23)cc1,CS(=O)C,417.0
F[B-]1(F)n2cccc2C(CCc2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C2C=CC=[N+]21,C1CCCCC1,546.0
O=C1C=C(Nc2ccccc2[N+](=O)[O-])C(=O)c2ccccc21,CO,450.0
COc1ccc(-c2c3cc4cc(C)sc4cc3c(-c3ccc(OC)cc3)c3cc4cc(C)sc4cc23)cc1,C(Cl)Cl,500.0
CCCCn1c2ccc(-c3ccc(-c4ccncc4)s3)cc2c2cc(-c3ccc(-c4ccc(O)c(O)c4)s3)ccc21,C1COCCO1,373.0
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,CCO,644.0
CC(C)(C)C1CC(/C=C/C=C(\CN)C(=O)O)=C2SC(c3ccccc3)=CC(c3ccccc3)=C2C1,C(Cl)Cl,597.0
CCOC(=O)c1c(N2CC2)sc(/N=N/c2ccc([N+](=O)[O-])cc2CN)c1-c1ccccc1,CCO,576.0
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CC1=CC=CC=C1,368.0
COc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CO,411.0
CCCCCCn1c2cc(/C=C(\CN)c3cccs3)ccc2c2ccc(/C=C(\CN)c3cccs3)cc21,C(Cl)(Cl)Cl,437.0
CC[NH+](CC)c1ccc(-c2nc3c(nc2-c2ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc2)c2ccccc2n3C)cc1,C1CCOC1,386.0
[C-][N+]c1ccc(-c2ccc(N)cc2)cc1,CCCCCC,301.0
COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1Br,CS(=O)C,562.0
CCOC(=O)CC(C)(C)c1ccc2n1[B-](F)(F)[N+]1=C(C3CCCCC3)C=CC1=C2c1c(Cl)cccc1Cl,CC1=CC=CC=C1,526.0
Cc1cc(/C=C/c2ccccc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,554.0
CN1/C(=C/C=C/C=C/C2N(C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,635.0
NC/C(=C\c1ccc(-c2sc(-c3ccc(N4c5ccccc5C5C6CCC(C6)C54)cc3)c3c2OCCO3)s1)C(=O)O,C(Cl)Cl,535.0
CCCCn1c(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c(=O)n6c(c7cc(Oc8ccc(C(C)(C)C)cc8)c(c8c(Oc9ccc(C(C)(C)C)cc9)cc(c1=O)c2c38)c4c57)=Cc1ccc2ccccc2[n+]1[B-]6(F)F,C(Cl)Cl,648.0
C(=C(c1ccccc1)c1ccccc1)=C1c2c(ccc3cc(C=Cc4ccccc4)ccc23)OC1(c1ccccc1)c1ccccc1,C1CCOC1,464.0
Cc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,394.0
CC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,CCO,447.0
CC1=C(c2cccs2)C(C)=[N+]2C1=C(c1ccc(O)cc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,C(Cl)Cl,528.0
CCN(CC)c1ccc(OC)c(C=O)c1,CC1=CC=CC=C1,411.0
CC1=[N+]2C(=C(c3ccccc3)c3c4c5ccccc5c5ccccc5c4c(C)n3[B-]2(F)F)c2c1c1ccccc1c1ccccc21,CCCCCC,630.0
CC1=CC(C)=[N+]2C1=C(c1ccncc1)c1c(C)c(SCN)c(C)n1[B-]2(F)F,CO,496.0
CC(C)(C)c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(C(C)(C)C)cc5)c(C(=O)NCc5ccccc5)s4)s3)sc2C(=O)NCc2ccccc2)cc1,C(Cl)Cl,394.0
Cc1nn2c(N=Nc3cccc(Cl)c3)c(-c3ccccc3)[nH]c2c1N=Nc1ccccc1,C1COCCO1,533.0
CC1(C)c2ccccc2N(c2ccc3nc4c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5c5cc(N6c7ccccc7C(C)(C)c7ccccc76)ccc5c4nc3c2)c2ccccc21,CC1=CC=CC=C1,456.0
CCN1CCN(CC)C2=CC(OC)/C(=C3\C(=O)C(c4cc5c(cc4OC)N(CC)CCN5CC)=C3[O-])C=C21,CO,743.0
NCC(=Cc1cc2sc(-c3ccco3)cc2s1)C(=O)O,CCO,398.0
COc1cc2c(cc1C=C(CN)CN)c1ccccc1n2C,CCOC(=O)C,420.0
CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)ccc3-4)cc21,C(Cl)(Cl)Cl,367.0
COc1cc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc(OC)c1OC,CC1=CC=CC=C1,396.0
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,CN(C)C=O,370.0
NCc1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,CCOC(=O)C,487.0
O=S(=O)([O-])c1ccc(O)c2ccccc12,O,319.0
CC(C)(C)C1Nc2c(Br)cc(Br)cc2C(=O)N1Cc1ccccc1,CO,368.0
COc1cc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc(OC)c1OC,CN(C)C=O,501.0
Cc1ccc(-c2c3ccccc3nn2C)o1,C(Cl)Cl,338.0
CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,CC1=CC=CC=C1,375.0
CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,CS(=O)C,334.0
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCO,393.0
NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(=O)C,399.0
Nc1ccc2c(ccc3c(-c4ccc5nn[nH]c5c4)c4ccc5cc(N)ccc5c4[o+]c32)c1,O,612.0
COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,CN(C)C=O,501.0
CC/[NH+]=c1\cc2oc3cc(NCCNC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,CCO,590.0
CNc1ccc(/C=C/CN)cc1,C1COCCO1,350.0
C(=C/c1cnc2ccccc2n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC#N,425.0
Cc1cc(CCc2ccccc2)c2ccc3c(CCc4ccccc4)cc(CCc4ccccc4)c4ccc1c2c43,C(Cl)(Cl)(Cl)Cl,445.0
Brc1ccc(-n2cccc2)cc1,C(Cl)(Cl)Cl,315.0
Cc1cc(C)c(B(c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)c2c(C)cc(C)cc2C)c(C)c1,C1CCOC1,384.0
Cc1ccc2nc3c4c(c5ccccc5c3nc2c1)OC(=O)CC4c1ccc(F)cc1,C(Cl)(Cl)Cl,411.0
CCOC(=O)c1cc(C(=O)c2ccc(Cl)cc2)n2ncccc12,CCO,436.0
CCN1c2cc3oc4cc(=[NH2+])ccc-4c(-c4ccccc4C(=O)[O-])c3cc2N(CC)C2CCCCC21,CCO,565.0
CCN(CC)c1ccc2c(CN)c(/C=C(\CN)c3nc4ccccc4o3)c(=O)oc2c1,CC1=CC=CC=C1,561.0
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,CN(C)C=O,413.0
Oc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,CC1=CC=CC=C1,501.0
COc1ccc(/C=C/c2cc[nH+]c3ccccc23)cc1,C(Cl)(Cl)Cl,412.0
Nc1ncnc2c1c(CCc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,CCO,318.0
Cc1cc2c(-c3cc(Cl)c(Cl)cc3C(=O)N(C)CCCC(=O)O)c3cc(C)c(NCCCS(=O)(=O)O)cc3[o+]c2cc1NCCCS(=O)(=O)O,O,549.0
CC1=CC(C)=[N+]2C1=C(c1ccc(Br)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,499.0
OC1(c2ccc(-c3cccs3)s2)CCC1,CCCCCC,308.0
O=C(N/N=C/c1ccccc1O)c1ccc([N+](=O)[O-])cc1,C(Cl)Cl,340.0
CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,CN(C)C=O,425.0
CCC1=C(C)C2=C(C)c3cc(I)cn3[B-](F)(F)[N+]2=C1C,CO,504.0
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CN(C)C=O,391.0
COC(=O)/C(=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,C1CCOC1,333.0
CC1(C)CC(/C=C/c2ccc(-n3cncn3)cc2)=CC(=C(CN)CN)C1,CC#N,390.0
FC(F)(F)c1ccc(CCc2ncc(-c3ccccc3)o2)cc1,C(Cl)Cl,320.0
CCC1(CC)c2cc(-c3ccc(C=C(CN)CN)s3)ccc2-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc21,CC#N,492.0
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C/c2ccccc2O)cc1,CO,504.0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CN(C)C=O,390.0
Cc1cc(C)c(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)c(C)c1,CCCCCC,573.0
CC1=CC(C)=[N+]2C1=C(CSC(=O)N(c1ccccc1)c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CO,509.0
Cn1cccc1-c1ccc(CN)cc1,CCOCC,321.0
CCOC(=O)c1c(NCCBr)sc(/N=N/c2ccc([N+](=O)[O-])cc2C(F)(F)F)c1-c1ccccc1,CCO,526.0
CCCCCCCCOc1cccc(OCCCCCCCC)c1/C1=C2\C=CC(=N2)/C(CCc2ccc(C(=O)O)cc2)=c2/cc/c3n2[Zn]n2c(ccc21)/C(CCc1c2ccccc2c(N(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccccc12)=C1/C=CC(=N1)/C=3c1c(OCCCCCCCC)cccc1OCCCCCCCC,C(Cl)(Cl)Cl,664.0
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1CCOC1,398.0
F[B-]1(F)n2c(nc(Br)c2Br)-c2cccc[n+]21,C(Cl)(Cl)Cl,374.0
CCCCCCCC[N+]1=C(C=C2C(=O)C(/C=C3/N(CC)c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4C3(C)C)=C2[O-])C(C)(C)c2cc(C(=O)O)ccc21,CCO,658.0
COc1cc(OC)cc(-c2ccc(-c3ccc(CN)s3)s2)c1,C1COCCO1,366.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(/C=C(\CN)C(=O)O)s4)c4nsnc34)cc2)cc1,C1CCOC1,544.0
COc1cc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc(Cl)n1,CS(=O)C,432.0
NCc1ccc(Oc2ccc3c4c(cccc24)C(=O)N(CCO)C3=O)cc1,C(Cl)(Cl)Cl,352.0
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCN(CC)CC,347.0
COC1=CC2=C(c3ccccc3)c3cc(OC)c(-c4ccccc4)n3[B-](F)(F)[N+]2=C1c1ccccc1,CO,624.0
CCCCCCN1C(=O)c2cccc3c(-c4ccc(Cl)cc4)ccc(c23)C1=O,CN(C)C=O,354.0
COc1ccc2cc(-c3scc4c3OCCO4)ccc2c1,C(Cl)Cl,318.0
COc1ccc(C=Cc2cc(C=Cc3ccc(OC)cc3)nc(I)n2)cc1,C(Cl)Cl,374.0
c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccccc4)ccc2N3)cc1,C1CCOC1,329.0
CCC1=C(C2=C(C3=C(CC)S(=O)(=O)c4cc(-c5ccccc5)ccc43)C(F)(F)C(F)(F)C2(F)F)c2ccc(-c3ccccc3)cc2S1(=O)=O,C1COCCO1,336.0
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,CC#N,349.0
CC(=O)Nc1ccc(S(=O)(=O)O)c(/N=N/c2c(O)c3ccccc3n(C)c2=O)c1,CCOC(=O)C,434.0
CC1=CC(C)=[N+]2C1=C(c1ccc(C=C(CN)c3ccc(Br)cc3)cc1)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,503.0
CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,CO,397.0
COc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2C,CC#N,460.0
CC1(C)c2ccccc2N2c3ccccc3C3(c4cc(CN)ccc4-c4ccc(CN)cc43)c3cccc1c32,CC1=CC=CC=C1,328.0
CC(C)[Si](c1cc(/C=C(/CN)C(=O)O)c(-c2cc3c(s2)-c2sc(-c4sc([Si](C(C)C)(C(C)C)C(C)C)cc4/C=C(\CN)C(=O)O)cc2C32c3ccc(-c4ccc(C(C)(C)C)cc4)cc3-c3cc(-c4ccc(C(C)(C)C)cc4)ccc32)s1)(C(C)C)C(C)C,C1CCOC1,490.0
C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,398.0
O=[N+]([O-])c1ccc(-c2sc(N3CCOCC3)nc2-c2ccccc2)o1,CC1=CC=CC=C1,447.0
Cc1cc(C)c(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)c(C)c1,C(Cl)Cl,573.0
O=C(O)CN1C(=O)/C(=C/c2ccc(N(c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)cc3)c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)cc3)cc2)SC1=S,CCO,480.0
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5cccc6ccccc56)cc4cc23)cc1,CC#N,445.0
C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,CC#N,335.0
[O-][n+]1c(/C=C/c2ccccc2)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,400.0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CC#N,680.0
Cc1cc(/C=C/c2ccc3ccccc3n2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,563.0
CCN(CC)c1nc(-c2ccc(Br)cc2)c(-c2ccc([N+](=O)[O-])s2)s1,C(Cl)Cl,488.0
COC(=O)C(CCCCNC(=O)CCNc1cccc2ccccc12)NC(C)=O,CCO,330.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(F)cc3)nc2c1,CC1=CC=CC=C1,317.0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CS(=O)C,689.0
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)Oc3c(ccc4c5c(ccc34)C=[N+](c3ccccc3)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O5)C=[N+]2c2ccccc2)c(F)c1F,C1CCOC1,522.0
CCCC[C@H](CC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(/C=C3/SC(=S)N(CC(=O)O)C3=O)ccc21,C(Cl)Cl,484.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,C1CCCCC1,459.0
CN(CCO)c1ccc(/C=C/C2=CC(=C(CN)CN)CC(C)(C)C2)cc1,CC#N,500.0
CCCCN(CCCC)c1ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,535.0
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc(C(=O)OC)c([N+](=O)[O-])cc2C(=O)OC)cc1OC,CCO,537.0
CC1=CC(C)=[N+]2C1=C(c1ccc(Br)cc1)c1c(C)cc(C=Cc3ccc(O)cc3)n1[B-]2(F)F,C1CCCCC1,570.0
CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4c3c2c(c1)c(=O)n1c4nc2c3ccccc3c3ccccc3c21,CCOC(=O)C,366.0
CCCCn1c2ccccc2c2cc(C=C3C(=O)NC(=O)NC3=O)ccc21,C1CCOC1,427.0
NCc1ccc(N/N=C/c2ccc3ccccc3c2O)cc1,CCCCCC,384.0
NC/C(=C\c1ccc(-c2ccc(CCc3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)s4)c4ccccc34)s2)s1)C(=O)O,CCO,485.0
CCN1CCN(CC)C2=CC(OC)/C(=C3\C(=O)C(c4cc5c(cc4OC)N(CC)CCN5CC)=C3[O-])C=C21,C(Cl)(Cl)Cl,732.0
CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,CC1=CC=CC=C1,421.0
c1ccc2c(c1)[nH]c1ccccc12,CCCCCC,331.0
Cc1cc(C)c(C2=C3C=C(Br)C(Oc4ccc(C(C)(C)C)cc4)=[N+]3[B-](F)(F)n3c2cc(Br)c3Oc2ccc(C(C)(C)C)cc2)c(C)c1,C(Cl)Cl,547.0
CC1=CC(C)=[N+]2C1=C(c1ccc(N3C(=O)C=CC3=O)cc1)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)(Cl)Cl,504.0
CCOC(=O)C1=C(C(=O)OCC)C2(c3ccccc3-c3ccccc32)[C@@H](c2ccc(Cl)cc2)C=C2c3cc(OC)c(OC)cc3CCN21,C(Cl)Cl,311.0
CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(-c3ccc(Cl)cc3)c(C)n1[B-]2(F)F,CC#N,503.0
Cc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)c(F)c1F,CS(=O)C,431.0
CC1=C(S(=O)(=O)[O-])C(C)=[N+]2C1=C(c1ccc(-n3cc(CCCC(=O)O)nn3)cc1)c1c(C)c(S(=O)(=O)[O-])c(C)n1[B-]2(F)F,O,498.0
CCCCCCOc1ccc(N(c2ccc(/C=C/C3C/C(=C(\CN)C(=O)O)CC(C)(C)C3)cc2)c2ccc(OCCCCCC)cc2)cc1,C(Cl)Cl,504.0
COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(/C=C(\C)c3ccccc3)cc2)cc1,CC1=CC=CC=C1,364.0
NCc1cc(-c2ccc(F)cc2)cnc1O,O,343.0
CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,C(Cl)(Cl)Cl,500.0
CCOC(=O)C1=[N+]2C(=C(c3ccccc3)c3c(CC)c(CC)c(C(=O)OCC)n3[B-]2(F)F)C(CC)=C1CC,C(Cl)Cl,534.0
F[B-]1(F)n2c(cc3ccccc32)C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,C(Cl)Cl,533.0
CCC1=C(C)C2=C(c3ccc(CC(C)C)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,522.0
CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,344.0
Cc1ccc(C)cc1,C1CCCCC1,263.0
C[Si]1(c2ccccc2)C(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc2c(c1)c1ccccc1n2-c1ccccc1,C1CCOC1,404.0
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CCO,410.0
CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOC(=O)C,475.0
CCC1=C(C)C2=C(c3ccc(/C=C(\CN)C(=O)O)cc3)c3c(C)c(CC)c(C=Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)n3[B-](F)(F)[N+]2=C1C=Cc1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,C(Cl)Cl,725.0
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,C1CCCCC1,355.0
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3Br)cc2)cc1,CS(=O)C,432.0
c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(-c6nc7c8ccccc8c8ccccc8c7n6-c6ccccc6)cc5)cc4)cc3)nc3ccccc32)cc1,CN(C)C=O,342.0
COC(=O)CCCCCCCCCCCCCCC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCO,498.0
COCC[N+]1=C(/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)CCCS(=O)(=O)O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,554.0
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C(Cl)(Cl)Cl,517.0
CCCCCCCCCCCCOc1cccc(OCCCCCCCCCCCC)c1/C1=C2\C=CC(=N2)/C(c2ccc(/C=C(\CN)C(=O)O)cc2)=c2/cc/c3n2[Zn]n2c(ccc21)/C(c1ccc(-n2c4ccccc4c4ccccc42)cc1)=C1/C=CC(=N1)/C=3c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC,C1CCOC1,636.0
CCN1c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2Sc2cc(-c3cc(C(F)(F)F)[nH]n3)ccc21,C1CCOC1,336.0
CC1=CC(C)=[N+]2C1=C(c1ccc(O)cc1)c1c(C)cc(C)n1[B-]2(F)F,CN(C)C=O,500.0
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,431.0
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,352.0
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC1=CC=CC=C1,351.0
CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccc3ccccc3c2)=[O+]1,C(Cl)(Cl)(Cl)Cl,400.0
CCOC(=O)CCCOc1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1,C(Cl)Cl,533.0
COc1cc(C=C(CCc2ccccc2)CCc2ccccc2)c(OC)cc1C=C(CCc1ccccc1)CCc1ccccc1,C(Cl)(Cl)Cl,455.0
COc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(OC)cc6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1,C(Cl)Cl,468.0
COc1ccc(CCc2c3ccccc3c(CCc3ccc(OC)cc3)c3cc4c(cc23)-c2ccccc2C4(C)C)cc1,C(Cl)Cl,486.0
CC(C)(C)NC(=O)C(OC(=O)c1ccccc1)c1cccc(C2=C3C=CC(c4ccc([N+](=O)[O-])cc4)=[N+]3[B-](F)(F)n3cccc32)c1,C1CCOC1,536.0
CN(C)c1ccc2c(c1)[Sn](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,O,614.0
CC1=CC(C)=[N+]2C1=C(c1ccc(NC(=O)CCCCCCCCCCCS)cc1)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,502.0
CC1(C)[C@@H]2CC[C@]1(C)c1nc3cc(-c4cccs4)ccc3nc12,C(Cl)Cl,345.0
COc1ccc(C2=C(c3cc(OC)cc(OC)c3)C(c3ccc(OC)cc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c(-c4cc(OC)cc(OC)c4)c(-c4ccc(OC)cc4)n2[B-]3(F)F)cc1,CC1=CC=CC=C1,683.0
c1ccc(C2=c3cc4c5c(c3Sc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)cc1,CO,594.0
[O-]c1c(-c2nc3ccccc3s2)cc2ccc3cccc4ccc1c2c34,CC#N,514.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1,CN(C)C=O,344.0
Cc1cc(C2=C(c3c(C)sc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)c3C)C(F)(F)C(F)(F)C2(F)F)c(C)s1,C1CCOC1,336.0
Clc1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,C(Cl)Cl,310.0
COc1ccccc1-c1cc(-c2ccc(N)cc2)[o+]c(-c2ccc(N)cc2)c1,CCO,582.0
O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CC#N,298.0
NC/C(=C\C=C\c1ccccc1)c1ccc([N+](=O)[O-])cc1,CC#N,374.0
NC/C(=C\c1ccc(-c2ccc(-c3ccc(-c4ccc5c(c4)N(c4ccccc4)C4C6CCC(C6)C54)s3)s2)s1)C(=O)O,C(Cl)Cl,519.0
Cc1cc(C)cc(/C2=C3\C=CC(=N3)/C(c3cc(C)cc(C)c3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2cc(C)cc(C)c2)=C2/C=C(/C=C/C=C(C(=O)O)C(=O)O)C(=N2)/C=4c2cc(C)cc(C)c2)c1,CN(C)C=O,610.0
Cc1cc(C)n2c1C=[N+]1[N+](=C3C=NC=CN3[B-]1(F)F)[B-]2(F)F,C(Cl)Cl,467.0
COc1ccc2c(CC(=O)NN)coc2c1,CO,290.0
