smiles,solvent,absorption_max,emission_max,quantum_yield,log(e/L mol-1 cm-1),emi_lifetime(ns),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),source
N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,,0.83,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,,,,,,,,,deep4chem
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1c(C#N)c(-n2c3ccc(C)cc3c3cc(C)ccc32)c(-n2c3ccc(C)cc3c3cc(C)ccc32)c(C#N)c1-n1c2ccc(C)cc2c2cc(C)ccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,,,,,,,,,deep4chem
N#Cc1c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(C#N)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,,,,,,,,,deep4chem
N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,,,,,,,,,deep4chem
O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,,402,0.57,,2.2,,,,,deep4chem
O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,421,,,3.5,,,,,deep4chem
CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc(S(=O)(=O)c3ccc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,Cc1ccccc1,,419,0.65,,3.1,,,,,deep4chem
CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc(S(=O)(=O)c3ccc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,430,,,3.2,,,,,deep4chem
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,Cc1ccccc1,,404,0.69,,5.3,,,,,deep4chem
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,423,,,7.6,,,,,deep4chem
CC(C)(C)c1ccc(-c2nnc(-c3c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)c(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)o2)cc1,c1cc(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)c1,,527,0.89,,,,,,,deep4chem
CC(C)(C)c1ccc(-c2nnc(-c3c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)c(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)o2)cc1,Cc1ccccc1,,569,,,12.7,,,,,deep4chem
N#Cc1cc(-n2c3ccccc3c3ccccc32)c(C#N)cc1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)c1ccccc1n2P1(n2c3ccccc3c3ccccc32)=NP(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)=NP(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)=N1,,370,0.85,,34,,,,,deep4chem
N#Cc1cc(-n2c3ccccc3c3ccccc32)c(C#N)cc1-n1c2ccccc2c2ccccc21,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,,370,0.87,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)c1ccccc1n2P1(n2c3ccccc3c3ccccc32)=NP(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)=NP(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)=N1,,,,,,,,,,deep4chem
N#Cc1cc(C#N)c(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4cc(-n5c6ccccc6c6ccccc65)c(C#N)cc4C#N)ccc32)cc1-n1c2ccccc2c2ccccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,470,0.87,,,,,,,deep4chem
N#Cc1cc(C#N)c(-n2c3ccccc3c3cc(-c4cccc5c4c4ccccc4n5-c4cc(-n5c6ccccc6c6ccccc65)c(C#N)cc4C#N)ccc32)cc1-n1c2ccccc2c2ccccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,448,0.66,,,,,,,deep4chem
N#Cc1cc(C#N)c(-n2c3ccccc3c3c(-c4cccc5c4c4ccccc4n5-c4cc(-n5c6ccccc6c6ccccc65)c(C#N)cc4C#N)cccc32)cc1-n1c2ccccc2c2ccccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,444,0.61,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,470,0.75,,3.8,,,,,deep4chem
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(C)cc3c3cc(C)ccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,480,0.85,,5.9,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,480,0.85,,7,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,480,0.81,,5.8,,,,,deep4chem
N#Cc1c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,Cc1ccccc1,,492,0.83,,5.2,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,,486,0.65,,3.2,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,,495,0.8,,4.5,,,,,deep4chem
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,,485,0.89,,14.63,,,,,deep4chem
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc2sc3ccc(-n4c5ccccc5c5ccccc54)cc3c2c1,,489,0.841,,26.37,,,,,deep4chem
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc2sc3ccc(-n4c5ccccc5c5cccnc54)cc3c2c1,,495,0.982,,15.76,,,,,deep4chem
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1cccnc1n2-c1ccc2sc3ccc(-n4c5ccccc5c5cccnc54)cc3c2c1,,498,0.879,,19.54,,,,,deep4chem
N#Cc1cc(C#N)cc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4cc(C#N)cc(C#N)c4)ccc32)c1,Cc1ccccc1,,470,0.5,,24,,,,,deep4chem
N#Cc1cccc(C#N)c1-n1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4-c3c(C#N)cccc3C#N)ccc21,Cc1ccccc1,,488,0.72,,28,,,,,deep4chem
N#Cc1cc(C#N)cc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4cc(C#N)cc(C#N)c4)ccc32)c1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,470,0.58,,,,,,,deep4chem
N#Cc1cccc(C#N)c1-n1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4-c3c(C#N)cccc3C#N)ccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,488,0.72,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,375,507,0.88,,,,,,,deep4chem
N#Cc1c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(C#N)c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21,Cc1ccccc1,384,518,0.76,,0.4,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccccc3c3cc(Br)ccc32)c(-n2c3ccccc3c3cc(Br)ccc32)c1-n1c2ccccc2c2cc(Br)ccc21,Cc1ccccc1,381,515,0.85,,0.4,,,,,deep4chem
N#Cc1c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c1-n1c2ccc(Br)cc2c2cc(Br)ccc21,Cc1ccccc1,374,521,0.67,,0.4,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3cc(I)ccc32)c(C#N)c(-n2c3ccccc3c3cc(I)ccc32)c(-n2c3ccccc3c3cc(I)ccc32)c1-n1c2ccccc2c2cc(I)ccc21,Cc1ccccc1,383,518,0.78,,0.4,,,,,deep4chem
N#Cc1c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(C#N)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c1-n1c2ccc(I)cc2c2cc(I)ccc21,Cc1ccccc1,384,533,0.7,,0.4,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,535,0.72,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3cc(Br)ccc32)c(-n2c3ccccc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccccc3c3cc(Br)ccc32)c1-n1c2ccccc2c2cc(Br)ccc21,Cc1ccccc1,337,543,0.53,,0.4,,,,,deep4chem
N#Cc1c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c1-n1c2ccc(Br)cc2c2cc(Br)ccc21,Cc1ccccc1,339,546,0.45,,0.3,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3cc(I)ccc32)c(-n2c3ccccc3c3cc(I)ccc32)c(C#N)c(-n2c3ccccc3c3cc(I)ccc32)c1-n1c2ccccc2c2cc(I)ccc21,Cc1ccccc1,348,548,0.45,,0.3,,,,,deep4chem
N#Cc1c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(C#N)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c1-n1c2ccc(I)cc2c2cc(I)ccc21,Cc1ccccc1,361,562,0.27,,0.1,,,,,deep4chem
CC1(C)c2ccccc2N(c2cc(C#N)c(C#N)cc2N2c3ccccc3C(C)(C)c3ccccc32)c2ccccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,494,557,0.591,,41,,,,,deep4chem
N#Cc1cc(N2c3ccccc3Oc3ccccc32)c(N2c3ccccc3Oc3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,540,612,0.064,,20,,,,,deep4chem
N#Cc1cc(N2c3ccccc3Sc3ccccc32)c(N2c3ccccc3Sc3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,551,605,0.046,,48.2,,,,,deep4chem
N#Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,420,533,1,,6.211180124,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)c(C#N)c1-c1ccccc1,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,374,475,0.497,,9.7,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c(F)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,443,0.76,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,,453,0.81,,,,,,,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c(F)c1-n1c2ccccc2c2ccccc21,c1ccc([Si](c2ccccc2)(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,460,0.74,,,,,,63.5,deep4chem
N#Cc1c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,c1ccc([Si](c2ccccc2)(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,,470,1,,,,,,60.2,deep4chem
Cc1c(C)c(B(c2c(C)c(C)c(C#N)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,c1ccc([Si](c2ccccc2)(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,420,533,0.67,,32,,,,,deep4chem
Cc1c(C)c(B(c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,c1ccc([Si](c2ccccc2)(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,408,517,0.75,,18,,,,,deep4chem
COc1cn2cc(-c3ccc(C#N)cc3)[n-][n+]2c1,ClCCl,378,505,0.57,,,,,,,deep4chem
Cc1cn2cc(-c3ccc(C#N)cc3)[n-][n+]2c1,ClCCl,385,518,0.55,,,,,,,deep4chem
N#Cc1ccc(-c2cn3cc(C#N)c[n+]3[n-]2)cc1,ClCCl,360,453,0.45,,,,,,,deep4chem
N#Cc1ccc(-c2cn3cc(-c4ccccc4)c[n+]3[n-]2)cc1,ClCCl,383,506,0.48,,,,,,,deep4chem
N#Cc1ccc(-c2cn3ccc[n+]3[n-]2)cc1,ClCCl,381,509,0.18,,,,,,,deep4chem
Cc1cn2cc(-c3ccccc3)[n-][n+]2c1,ClCCl,,422,0.074,,,,,,,deep4chem
c1ccc(-c2cn3ccc[n+]3[n-]2)cc1,ClCCl,,419,0.03,,,,,,,deep4chem
Cc1cn2cc(-c3ccc(-c4ccccc4)cc3)[n-][n+]2c1,ClCCl,,466,0.27,,,,,,,deep4chem
c1ccc(-c2ccc(-c3cn4ccc[n+]4[n-]3)cc2)cc1,ClCCl,,456,0.24,,,,,,,deep4chem
COc1ccc(-c2cn3cc(C)c[n+]3[n-]2)cc1,ClCCl,,421,0.025,,,,,,,deep4chem
COc1ccc(-c2cn3ccc[n+]3[n-]2)cc1,ClCCl,,413,0.062,,,,,,,deep4chem
Cc1cn2cc(-c3ccc([N+](=O)[O-])cc3)[n-][n+]2c1,ClCCl,,575,0.022,,,,,,,deep4chem
O=[N+]([O-])c1ccc(-c2cn3ccc[n+]3[n-]2)cc1,ClCCl,,556,0.16,,,,,,,deep4chem
c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC,330,373,0.23,4.62,78.9,,,,,deep4chem
c1cc2ccc3cccc4ccc(c1)c2c34,ClCCl,333,374,0.28,,104.4,,,,,deep4chem
c1cc2ccc3cccc4ccc(c1)c2c34,CO,330,373,0.17,,110,,,,,deep4chem
CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338,377,0.35,4.66,69.1,,,,,deep4chem
CCCCc1ccc2ccc3cccc4ccc1c2c34,ClCCl,341,378,0.41,,63,,,,,deep4chem
CCCCc1ccc2ccc3cccc4ccc1c2c34,CO,338,377,0.31,,152.4,,,,,deep4chem
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CCCCCC,344,380,0.47,4.65,57.8,,,,,deep4chem
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,ClCCl,347,382,0.36,,42,,,,,deep4chem
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CO,344,381,0.6,,70.6,,,,,deep4chem
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CCCCCC,352,384,0.49,4.65,59,,,,,deep4chem
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,ClCCl,354,385,0.43,,49.4,,,,,deep4chem
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CO,351,384,0.6,,78.1,,,,,deep4chem
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CCCCCC,359,388,0.55,4.69,65.8,,,,,deep4chem
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,ClCCl,361,389,0.61,,56.7,,,,,deep4chem
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CO,358,388,0.67,,75,,,,,deep4chem
Cc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338,377,0.34,4.66,67.8,,,,,deep4chem
Cc1ccc2ccc3cccc4ccc1c2c34,ClCCl,341,378,0.45,,79.1,,,,,deep4chem
Cc1ccc2ccc3cccc4ccc1c2c34,CO,338,377,0.28,,132,,,,,deep4chem
CC(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338,376,0.21,4.65,50.6,,,,,deep4chem
CC(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,340,377,0.41,,77.8,,,,,deep4chem
CC(C)c1ccc2ccc3cccc4ccc1c2c34,CO,337,376,0.24,,149.2,,,,,deep4chem
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338,376,0.269,4.66,67.4,,,,,deep4chem
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,341,377,0.38,,86,,,,,deep4chem
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,338,376,0.21,,154.8,,,,,deep4chem
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,340,346,0.23,4.66,66.9,,,,,deep4chem
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,343,377,0.36,,94.2,,,,,deep4chem
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,340,376,0.22,,174.6,,,,,deep4chem
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CCCCCC,344,380,0.52,4.64,54.7,,,,,deep4chem
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,ClCCl,346,382,0.4,,37.6,,,,,deep4chem
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CO,344,381,0.56,,64.5,,,,,deep4chem
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,CCCCCC,345,380,0.45,4.65,52.9,,,,,deep4chem
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,ClCCl,346,381,0.39,,40.3,,,,,deep4chem
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,CO,343,380,0.55,,85.7,,,,,deep4chem
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CCCCCC,346,379,0.43,4.7,60.9,,,,,deep4chem
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,ClCCl,348,380,0.34,,43.1,,,,,deep4chem
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CO,345,379,0.54,,78.6,,,,,deep4chem
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CCCCCC,350,380,0.42,4.72,53.7,,,,,deep4chem
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,ClCCl,352,381,0.5,,65.5,,,,,deep4chem
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CO,349,380,0.5,,71.8,,,,,deep4chem
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O,274.0026304,338.9830508,0.00023,,0.0006,,7850,,,deep4chem
Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O,294.9852507,353.9823009,0.00013,,0.0008,,8950,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CCCCCC,372,436,0.36,,0.86,,,65.3,64.8,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,c1ccccc1,382,464,0.25,,0.51,,,71.6,70.3,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,C1COCCO1,381,464,0.25,,0.59,,,67.1,72.1,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,Cc1ccccc1,382,459,0.25,,0.56,,,67.1,71.1,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,ClC(Cl)Cl,380,476,0.25,,0.62,,,67.1,75.8,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CCO,383,501,0.2,,0.92,,,71.6,91.6,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CO,382,507,0.18,,1,,,71.6,93.1,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CC#N,378,488,0.087,,0.51,,,75.8,97.1,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CN(C)C=O,384,493,0.19,,0.65,,,72.3,93.1,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CS(C)=O,388,500,0.19,,0.64,,,75.6,91.9,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccccc3)cn2)nc1,CC#N,335,392,0.67,4.703291378,1.06,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccc(Cl)cc3)cn2)nc1,CC#N,337,392,0.76,4.688117134,1.01,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccc(F)cc3)cn2)nc1,CC#N,334,391,0.69,4.740796767,0.99,,,,,deep4chem
COc1ccc(/C=C/c2ccc(-c3ccc(C)cn3)nc2)cc1,CC#N,345,431,0.28,4.535104154,0.58,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3cccs3)cn2)nc1,CC#N,348,422,0.042,4.636487896,0.23,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccc(N(C)C)cc3)cn2)nc1,CC#N,383,532,0.34,4.566260674,1.22,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cn2)nc1,CC#N,349,551,0.045,4.526339277,0.31,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,CC#N,343,403,0.27,4.209005358,0.6,,,,,deep4chem
Cc1ccc(-c2ccc(/C=C/c3ccc(Br)n3C)cn2)nc1,CC#N,373,480,0.13,4.707536112,0.66,,,,,deep4chem
c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,ClC(Cl)Cl,393,424,0.04,2.301029996,26,,,34.5,47.5,deep4chem
