abs,em,plqy,k,smiles,solvent,solvent_num,tag,tag_name,Molecular_Weight,LogP,TPSA,Avg_Gasteiger_Charge,Double_Bond_Count,Ring_Count,unimol_plus,split
,,,27000.0,COC(=O)CCc1c(C)c(N(CCO)CCO)n2c1C=C1C(C)=C(C)C(=[N+](CCO)CCO)N1[B-]2(F)F,CN(C)C=O,9,5,BODIPY,526.3900000000003,0.3179200000000018,121.64,-0.067571851,9,3,3.5024323,train
401.0,516.0,0.8399999737739563,21700.0,C[Si](C)(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc([Si](C)(C)C)cc5)cc4)c4nsnc34)cc2)cc1,C1CCOC1,5,10,5p6,584.9370000000001,9.4497,25.78,-0.036408144,34,6,3.1495779,valid
644.0,665.0,,103000.0,CN1C(=CC2=C(O)C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=C2C([O-])=NC(=O)N=C2O)C(C)(C)c2ccccc21,ClC(Cl)Cl,3,0,SquaricAcid,534.6160000000003,4.901700000000004,111.56,-0.049105363,20,6,2.6363425,train
,,,6800.0,OC1=NC(=S)N=C(O)C1=CC=C1c2ccccc2Sc2ccccc21,CCO,2,9,Acridines,364.45100000000014,4.720800000000002,65.18,-0.04872519,17,4,1.9026434,test
363.0,447.0,0.7699999809265137,,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,C1CCOC1,5,6,Triphenylamine,563.654,7.777800000000007,97.39,-0.04669634,30,5,3.8466954,train
464.0,,,,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nn(CCCCCC)nc34)cc2)cc1,C1CCOC1,5,6,Triphenylamine,874.1639999999998,14.939879999999969,113.5,-0.043307886,40,7,4.249544,train
566.0,600.0,,,F[B-]1(F)N2C(=C(c3ccccc3)c3ccc(N4CCOCC4)n31)C=CC2=[N+]1CCOCC1,CC#N,4,5,BODIPY,438.2870000000004,2.6334,32.879999999999995,-0.04929738,14,6,3.0472584,train
408.0,,,,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccccc1)C(=O)O,CC#N,4,3,Carbazole,338.36600000000004,4.775280000000004,66.02,-0.043096335,23,4,3.4652789,train
493.0,,,,CCCCCCN1c2ccc(/C=C3/SC(=S)C(CC(=O)O)C3=O)cc2Sc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc21,ClCCl,0,3,Carbazole,724.9730000000002,11.708799999999984,62.540000000000006,-0.03947894,37,8,4.589981,train
576.0,633.0,0.1599999964237213,46400.0,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(=O)ccc4c3oc2c1,O,8,8,PAHs,437.4950000000002,6.310800000000005,70.75,-0.042762563,29,5,2.3892112,test
542.0,577.0,,,COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)c4ccccc34)=C2c2ccccc2)c2ccccc12,ClC(Cl)(Cl)Cl,19,8,PAHs,560.4050000000002,8.657700000000002,38.99,-0.041385419,32,6,2.9106617,test
346.0,415.0,,,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CS(C)=O,7,13,6n6,269.344,4.280220000000004,52.82000000000001,-0.066091573,13,2,3.9412444,train
319.0,416.0,,,c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,C1CCCCC1,10,10,5p6,316.36500000000007,7.183500000000003,0.0,-0.037075379,25,5,4.144326,train
468.0,638.0,0.006000000052154,,CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3c2N=S=N3)cc1OCCCCCC,CN(C)C=O,9,10,5p6,919.2699999999994,14.456899999999967,87.42,-0.035921262,30,6,3.9568007,test
681.0,762.0,0.006,,CN(C)c1ccc(C2=N/C(=N\c3[nH]c(-c4ccc(N(C)C)cc4)cc3-c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=C2)cc1,C1CCOC1,5,12,5n6,647.9110000000002,10.692199999999993,46.99,-0.046711978,32,6,4.250016,train
,,,179000.0,CCCOC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C(=O)OCCC)c5C)C(CC)=C4C)c(C(C)=O)c3C,ClCCl,0,7,Porphyrin,636.7930000000001,8.705840000000004,127.03000000000004,-0.039307069,27,5,2.40907,valid
338.0,406.0,0.7300000190734863,180000.0,COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,ClCCl,0,13,6n6,969.0890000000002,11.750599999999986,44.760000000000005,-0.039263116,55,9,3.7505803,train
576.0,589.0,,,CC[N+]1=C(C=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)O)cc4c3C2(C)C)C(C)(C)c2c1ccc1c(S(=O)(=O)O)cc(S(=O)(=O)O)cc21,O,8,4,Cyanine,988.106,5.438800000000005,290.23999999999995,-0.037838472,36,7,4.250077,valid
493.0,519.0,0.1199999973177909,26400.0,CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,4,5,BODIPY,476.42400000000015,7.169400000000006,33.2,-0.045038032,21,5,3.617655,train
621.0,674.0,0.42,51286.1,COc1ccc(-c2cc3n(c2-c2ccc(OC)cc2)[B-](F)(F)n2c(cc(-c4ccc(OC)cc4)c2=C2C=CC(=[O+]C)C=C2)=C3c2c(C)cc(C)cc2C)cc1,C1CCOC1,5,5,BODIPY,734.6519999999999,8.584660000000005,48.85,-0.046694855,39,8,3.226726,train
640.0,,,,CCCCCCCCc1ccc(N(c2ccc(CCCCCCCC)cc2)c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCC)C(c6ccc(-c7cc(B(c8c(C)cc(C)cc8C)c8c(C)cc(C)cc8C)c(-c8ncc(C=C(C(=O)O)C(=O)O)s8)s7)s6)=C5C(=O)N4CCCCCCCC)s3)cc2)cc1,C1CCOC1,5,4,Cyanine,1520.0129999999997,24.05152000000004,131.35000000000002,-0.041378742,57,11,3.629619,test
500.0,508.0,0.3140000104904175,,CCNc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,CCCCCC,11,5,BODIPY,367.25200000000007,4.965740000000005,19.97,-0.03997971,14,4,3.3438425,train
,,,77624.0,CCCCC1=C(C)c2nc1c(C)c1[nH]c(c(C)c1CCCC)c(-c1ccccc1)c1nc(c(C)c3[nH]c(c(C)c3CCCC)c2-c2ccccc2)C(CCCC)=C1C,ClC(Cl)Cl,3,7,Porphyrin,771.1499999999996,15.809479999999962,57.36,-0.04173658,36,7,3.717054,test
513.0,591.0,0.206,69024.0,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,Cc1ccccc1,6,5,BODIPY,406.31000000000006,6.262440000000005,7.939999999999999,-0.032482086,19,5,3.1990266,train
,,,13100.0,Cc1cc2c(c3ccccc13)OC(O)C=C2,CCO,2,2,Coumarin,212.248,2.8722200000000013,29.46,-0.053246361,12,3,4.121818,valid
,,,17000.0,CN(C)c1ccc2c(c1)S(=O)(=O)c1cc(N(C)C)ccc1C2=NCCCCCCN=C(O)OC(C)(C)C,CC#N,4,9,Acridines,528.7190000000004,5.091700000000005,94.8,-0.051453026,16,3,4.336696,train
707.0,,,,CCN1C(=O)C(=CC=CC=c2c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,Cc1ccccc1,6,8,PAHs,493.6320000000003,4.820300000000004,45.55,-0.038888526,26,5,3.526592,train
,,,381000.0,CCC1=C(C)c2nc1cc1[nH]c(cc3nc(cc4[nH]c(c(C)c4CC)c2-c2cc(OCc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(OCc4cc(C(F)(F)F)cc(C(F)(F)F)c4)c2)C(C)=C3CCC(=O)OC)c(CCC(=O)OC)c1C,ClCCl,0,7,Porphyrin,1155.09,16.72443999999997,128.42000000000002,-0.033047571,44,8,4.054376,train
691.0,708.0,,134000.0,CCCCOC([O-])=C(C#N)C1=C(C=C2N(C)c3ccccc3C2(C)C)C(=O)C1=CC1=[N+](C)c2ccccc2C1(C)C,ClC(Cl)Cl,3,0,SquaricAcid,547.6990000000002,5.721980000000007,79.4,-0.039759616,18,5,2.3045478,train
570.0,,,,CN1C(=CC=C2C=C(C=CC3=[N+](C)c4ccccc4C3(C)C)C=CC2=O)C(C)(C)c2ccccc21,O,8,4,Cyanine,461.62900000000025,6.552000000000007,23.32,-0.019829701,19,5,2.403154,train
,,,23988.0,Fc1ccc(Cc2nc3cccnc3[nH]2)cc1,CCO,2,10,5p6,227.24200000000005,2.6878,41.57,-0.042228952,16,3,5.1270037,test
344.0,380.0,0.4699999988079071,44668.0,CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CCCCCC,11,8,PAHs,314.472,7.269200000000006,0.0,-0.040875716,19,4,3.6776664,train
367.0,482.0,0.3300000131130218,,CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CCOC(C)=O,14,13,6n6,246.313,3.024080000000001,27.03,-0.041295679,12,2,3.4832327,train
503.0,,,,CCN(CC)c1ccc2c(c1)O/C(=C(/C#N)c1ccc([N+](=O)[O-])cc1)C=C2C(C)OC(=O)c1ccccc1,ClCCl,0,2,Coumarin,509.5620000000002,6.397180000000006,105.7,-0.035460155,22,4,2.9396563,test
344.0,413.0,0.9800000190734864,13490.0,COc1ccc(-n2nc(C#N)c(N3CCCCCC3)n2)cc1,CC#N,4,12,5n6,297.362,2.5279800000000003,66.97,-0.040032055,11,3,4.057067,train
504.0,641.0,0.1110000014305114,336000.0,CC1(C)CC(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)=CC(=C(C#N)C#N)C1,CCO,2,13,6n6,491.6320000000004,4.676360000000004,87.74000000000001,-0.051780743,9,3,2.8280704,train
,,,15150.0,Cc1c(C(=O)c2c(O)cc(O)cc2Cc2cc(O)cc(=O)o2)c(O)cc2c1C(=O)C=C(O)C2=O,CCO,2,11,6p6,464.3820000000002,2.41332,182.57,-0.060222669,23,4,2.9079359,test
534.0,577.0,,,C[O+]=C1C=CC(=C2c3cccn3[B-](F)(F)n3cc(-c4ccc(C=O)cc4)cc32)C=C1,ClCCl,0,5,BODIPY,402.2090000000001,4.516000000000003,38.23,-0.046499133,21,5,3.030217,train
,,,4.960000038146973,O=C1C(O)=CC2(Oc3cccc4cccc(c34)O2)c2cccc(O)c21,CO,1,8,PAHs,332.31100000000004,3.8078000000000016,75.99000000000001,-0.04925807,19,5,3.4661381,test
,514.0,,,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2C#Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,c1ccccc1,15,13,6n6,1005.0440000000008,16.174199999999963,6.48,-0.029671642,30,5,3.7486382,train
367.0,413.0,,,N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCCCC1,10,6,Triphenylamine,564.6920000000002,10.47525999999999,54.06,-0.04031398,37,6,3.0551732,train
,,,295120.9375,COc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl,0,7,Porphyrin,598.7060000000004,9.673799999999998,75.82,-0.046688388,42,8,2.5981503,train
580.0,594.0,0.75,75000.0,CCOC(CN1C(=O)C2=C(c3cc4cc(C(C)(C)C)cc(C(C)(C)C)c4o3)N(CC(OCC)OCC)C(=O)C2=C1c1cc2cc(C(C)(C)C)cc(C(C)(C)C)c2o1)OCC,ClC(Cl)Cl,3,4,Cyanine,825.0999999999999,10.973999999999991,103.82000000000002,-0.040233309,24,6,4.2500033,test
,526.0,,,CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2S3(=O)=O)c2ccccc21,CC#N,4,6,Triphenylamine,672.8940000000002,11.376899999999988,40.620000000000005,-0.036609002,38,9,3.9570708,test
614.0,,,,ClC(c1cccc2cc3cc4cc5ccccc5cc4cc3cc12)c1cccc2cc3cc4cc5ccccc5cc4cc3cc12,CC#N,4,8,PAHs,603.1640000000001,13.24039999999998,0.0,-0.036891967,52,10,2.8016384,train
,,0.8100000023841858,,Cn1c2ccccc2c2c1c1ccccc1n2C,CCCO,20,10,5p6,234.302,3.8232000000000026,9.86,-0.043379408,19,4,4.1102567,train
451.0,,,,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCCO,20,2,Coumarin,350.4430000000001,4.915900000000003,46.34,-0.034328718,22,4,3.3108754,train
643.0,649.0,0.1500000059604644,,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3ccccc3cc12)(C(C)C)C(C)C,ClCCl,0,8,PAHs,639.0880000000002,13.438399999999971,0.0,-0.038044998,26,5,3.441241,test
373.0,416.0,0.800000011920929,,c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)cc1,CCCCO,18,6,Triphenylamine,461.5680000000001,9.0061,31.92,-0.043232939,38,7,3.7507272,test
340.0,,,,N#CC(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)C(=O)O,C1CCOC1,5,3,Carbazole,338.3660000000001,4.775280000000003,66.02,-0.043097959,23,4,2.9404259,train
,,,4.289999961853027,COc1cc(OC)c2c(c1)C(=O)C1=C(CO[C@@](C)(OC)C1)C2=O,CO,1,9,Acridines,318.3250000000001,2.1623,71.06,-0.042703549,9,3,3.5248594,train
382.0,439.0,,,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,C1CCCCC1,10,2,Coumarin,283.249,3.1942000000000013,33.45,-0.027950258,12,3,3.6809883,train
363.0,479.0,,,CC1(C)c2ccccc2N(c2ccc(-c3nnc(-c4ccccc4O)o3)cc2)c2ccccc21,C1COCCO1,13,6,Triphenylamine,445.5220000000001,7.218300000000006,62.39,-0.042704163,29,6,3.3693714,train
326.0,394.0,,,N#Cc1nnn(-c2ccnc3cc(Cl)ccc23)c1N,C1CCCCC1,10,11,6p6,270.683,1.92278,93.41,-0.034691318,16,3,4.342282,test
296.0,350.0,0.0099999997764825,,N=c1nccc[nH]1,CS(C)=O,7,15,Benz,95.105,-0.11083,52.53,-0.084496294,7,1,4.4100866,valid
425.0,,,,Nc1c(N=Nc2ccccc2Cl)c(O)nc2nc3ccccc3n12,ClC(Cl)Cl,3,10,5p6,338.75800000000004,4.239100000000001,101.16,-0.046568822,22,4,3.0167124,train
,,,12000.0,Cc1cc(O)c(O)c2oc3cc(O)cc(O)c3c(=O)c12,CO,1,9,Acridines,274.228,2.0770200000000005,111.13,-0.073197451,17,3,4.4258695,test
500.0,,,,CC1=CC(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,11,5,BODIPY,451.28200000000015,4.146040000000004,54.55,-0.031782807,16,5,2.2815456,train
407.0,511.0,,373000.0,CC1(C)CC(/C=C/c2ccc(-n3cccn3)cc2)=CC(=C(C#N)C#N)C1,c1ccccc1,15,12,5n6,340.4300000000002,4.975660000000004,65.4,-0.036526454,14,3,2.9564145,valid
427.0,554.0,0.1049999967217445,34000.0,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,4,12,5n6,600.8280000000004,10.714979999999994,64.33,-0.044268863,26,5,2.4984066,test
279.0,347.0,0.1340000033378601,,COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CCOC(C)=O,14,12,5n6,231.251,2.861220000000001,52.33,-0.038101858,12,2,4.601443,train
538.0,588.0,0.8299999833106995,99000.0,O=C(O)c1ccccc1C1=c2cc3c(cc2Oc2cc4c(cc21)CCCN4)=NCCC3,O,8,11,6p6,410.4730000000003,3.6617000000000015,70.92,-0.045634234,21,6,2.7614965,test
710.0,732.0,,,CCN(CC)c1ccc2c(-c3cccc(S(=O)(=O)O)c3)c(C)c(CC/C=C3/N(CCCCCC(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)[o+]c2c1,CCO,2,10,5p6,749.9280000000005,6.610920000000007,169.48000000000002,-0.057556066,29,5,5.0064116,train
348.0,,,43100.0,O=S(=O)(c1cccc(N2N=C(c3ccco3)CC2c2ccccc2)c1)c1cccc(N2N=C(c3ccco3)CC2c2ccccc2)c1,ClCCl,0,13,6n6,638.749,8.416800000000006,91.62,-0.039908569,38,8,3.7705872,train
518.0,544.0,0.81,89022.5,CC1=[N+]2C(=C(C(=O)N(C)C)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,6,4,Cyanine,291.11,1.87532,28.25,-0.034822447,9,3,3.3239152,train
520.0,,,,CCCCCCC1(CCCCCC)c2cc(/C=C(\C#N)C(=O)O)sc2-c2sc(-c3ccc(N(c4ccc(-c5ccc(OCCCC)cc5OCCCC)cc4)c4ccc(-c5ccc(OCCCC)cc5OCCCC)cc4)cc3)cc21,CCO,2,6,Triphenylamine,1125.5949999999991,21.19488000000001,101.25,-0.044740362,42,8,3.713667,train
266.0,345.0,0.3300000131130218,,COc1ccc(-c2ccccc2)cc1,C1CCCCC1,10,13,6n6,184.238,3.3622000000000014,9.23,-0.05513047,12,2,5.0862503,train
434.0,,,,CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)nc(Cl)n2)cc1,ClC(Cl)Cl,3,13,6n6,400.91300000000007,4.061600000000003,32.260000000000005,-0.038902153,18,3,3.3303154,train
,,,25704.0,COc1c(C)ccc2c1C(=O)c1ccccc1C2=O,CCO,2,9,Acridines,252.269,2.779020000000001,43.370000000000005,-0.034811245,14,3,3.9578009,test
421.0,534.0,,103858.0,Nc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N)cc5)c5ccc2c3c45)cc1,CCCCCCO,38,8,PAHs,432.5260000000002,6.5480000000000045,52.04,-0.048310805,31,6,2.8925061,train
311.0,455.0,,,Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C)ccc1N2c1ccc2c(c1)Sc1ccccc1P2(=O)c1ccccc1,Cc1ccccc1,6,6,Triphenylamine,665.7980000000003,10.553739999999992,20.31,-0.036856578,43,10,3.9301589,train
,,,190490.0,Cc1cc(C)c(-c2c3nc(c(-c4ccc(Cn5ccc(=N)nc5O)cc4)c4ccc([nH]4)c(-c4c(C)cc(C)cc4C)c4nc(c(-c5ccc(Cn6ccc(=N)nc6O)cc5)c5ccc2[nH]5)C=C4)C=C3)c(C)c1,CN(C)C=O,9,7,Porphyrin,945.1439999999998,12.033859999999988,181.16,-0.049988375,62,11,3.6881194,train
,,,4.210000038146973,O=C1CCCC2=C1C(c1ccccn1)C1=C(CCCC1=O)N2,CC#N,4,4,Cyanine,294.354,2.7826000000000004,59.06,-0.039566581,10,4,4.2415824,train
,,,,CC1=C(C)c2nc1c(-c1ccccc1)c1[nH]c(c(C)c1C)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(C)c3C)c2-c2ccccc2)C(C)=C1C,ClC(Cl)Cl,3,7,Porphyrin,726.968,14.117679999999972,57.36,-0.040308174,48,9,4.6678514,train
,,,5.050000190734863,COC(=O)c1ccc(C2=C3C(C)=CC(C=Cc4cccs4)=[N+]3[B-](F)(F)n3c(C=Cc4cccs4)cc(C)c32)cc1,CN(C)C=O,9,5,BODIPY,570.495,7.999020000000008,34.24,-0.035490888,27,6,2.564314,train
,,,8511.3798828125,NN=c1c2ccccc2[nH]c2ccccc12,C1COCCO1,13,9,Acridines,209.252,2.0955,54.17,-0.064361684,17,3,3.8479443,test
519.0,531.0,0.270000010728836,,CC1=CC(C)=[N+]2C1=C(COC(=O)Cc1ccc([N+](=O)[O-])cc1)c1c(C)cc(C)n1[B-]2(F)F,CO,1,5,BODIPY,441.24300000000017,4.179740000000003,77.38,-0.031156662,16,4,3.9194643,train
,,,27900.0,COc1cc(OC)c2c(c1)C(=O)c1nc(-c3ccccc3)cc(OC)c1C2=O,C1COCCO1,13,13,6n6,375.38000000000017,3.549800000000002,74.72,-0.040010641,20,4,3.6549187,train
,,,5050.0,Cl[C]1C(Cl)=C(C#Cc2ccc(N3CCCCC3)cc2)C(Cl)=C(Cl)C1=C(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)=O,12,13,6n6,908.8129999999996,16.030989999999992,3.24,-0.013210082,21,5,3.1663394,train
,,,160000.0,COC(=O)/C=C/c1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)OC)c(C)c4CCC(=O)OC)C(CCC(=O)OC)=C3C,ClCCl,0,7,Porphyrin,708.8120000000001,6.991240000000007,162.55999999999997,-0.044243504,29,5,4.2499194,train
,394.0,,,N#Cc1cccc2[nH]ccc12,OCC(F)(F)F,25,10,5p6,142.16099999999997,2.03958,39.58,-0.045694639,10,2,4.700997,train
,,,4.179999828338623,N=C(O)[C@H](CS)N=C(O)[C@H](CCCCN=C(O)c1cccc2c1C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)N=C(O)CC[C@@H](C(=O)O)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,O,8,9,Acridines,964.0199999999996,3.578170000000002,339.46,-0.073002034,26,6,4.2499976,train
,,,4.230000019073486,COc1c(OC)c2c(=O)cc(C)oc2c2c(OC)cc(O)cc12,CO,1,8,PAHs,316.309,2.9860200000000017,78.13000000000001,-0.051985346,17,3,4.265227,valid
460.0,565.0,,,C=CC(=CC)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)o4)c4nn(CCCCCC)nc34)o2)cc1,C1CCOC1,5,10,5p6,663.7779999999999,10.418079999999993,121.32,-0.040670858,36,6,3.506575,train
,,,29200.0,Cc1ccccc1-c1c2cc(F)c(=O)cc-2oc2cc(N(C)c3cc(C)c(O)c(C)c3)c(F)cc12,CCCCCCCCO,27,9,Acridines,471.5030000000002,7.241760000000005,53.68000000000001,-0.038155454,28,5,2.968644,train
382.0,382.0,0.7699999809265137,5000.0,O=C(O)CCCOc1cc2ccc3cccc4ccc(c1)c2c34,CO,1,8,PAHs,304.3450000000001,4.827600000000003,46.53,-0.049991017,20,4,3.8727348,test
530.5,538.0,0.949999988079071,,CSC1=C2C=CC(C)=[N+]2[B-](F)(F)n2c(C)ccc21,C1CCCCC1,10,5,BODIPY,266.125,3.1076200000000016,7.939999999999999,-0.031183143,8,3,3.9759974,train
345.0,393.0,0.3700000047683716,,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCOCC,16,3,Carbazole,1035.601999999999,23.78890000000004,8.17,-0.043905015,45,10,3.6172304,train
,,,19054.599609375,COc1cc(OC)c2nc3ccc([N+](=O)[O-])cc3c(Cl)c2c1,CO,1,9,Acridines,318.71600000000007,3.966800000000002,74.49,-0.033779974,17,3,2.8472714,train
357.0,420.0,0.4300000071525574,10590.0,O=C1C=Cc2cc3ccccc3c(=O)n21,CS(C)=O,7,11,6p6,197.193,1.6685,39.07,-0.029912354,14,3,3.5618443,test
,,,49000.0,COc1cccc(C2=C3C=CC(=[Cl+])N3[B-](F)(F)n3c(Cl)ccc32)c1,ClCCl,0,5,BODIPY,366.991,3.6968000000000014,17.4,,14,4,3.4130082,train
494.0,,,,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc5c(-c6ccc(C(C)(C)C)cc6)c6cc(-c7cc(OCCCCC)c(/C=C(/C#N)C(=O)O)s7)ccc6c(-c6ccc(C(C)(C)C)cc6)c5c4)cc3CCCCCC)cc2)cc1,ClC(Cl)Cl,3,6,Triphenylamine,1315.883999999999,26.117380000000058,92.02,-0.043410659,58,10,3.7085116,test
,,,160100.0,CCCCCC=CC1=C(C)c2cc3cc(C)c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4C)[nH]3,ClC(Cl)Cl,3,7,Porphyrin,634.8210000000001,8.988340000000004,109.96,-0.044666931,27,5,3.438274,train
292.0,394.0,0.0419999994337558,,COc1ccc(C(=O)O)c([O-])c1,O,8,15,Benz,167.14,0.4669999999999999,69.59,-0.141025459,7,1,4.1117706,valid
406.0,520.0,,,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CC(C)O,17,8,PAHs,239.318,3.424800000000002,20.31,-0.04333548,12,3,3.4948246,train
515.0,583.0,,62900.0,CCN(CC)c1ccc(/N=N/c2nc3ccc(OC)cc3s2)cc1,CC#N,4,10,5p6,340.452,5.566500000000004,50.08,-0.04178481,17,3,2.9854045,train
518.0,542.0,0.018,34994.5,CCC1=C(C)C2=Cc3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,CCO,2,5,BODIPY,499.877,4.488000000000003,7.939999999999999,-0.023537995,8,3,2.205329,train
,,,122000.0,CCCCC1Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,ClCCl,0,7,Porphyrin,672.8760000000002,12.66969999999998,57.36,-0.04435559,47,9,2.087047,test
,,,4.639999866485596,OC/C=C\COc1c(F)c(F)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(F)c1F,ClCCl,0,5,BODIPY,426.12500000000006,3.620600000000002,37.4,-0.036070572,15,4,3.476141,train
,,,46000.0,COc1ccc(/C=C2\CCCc3cc4ccccc4[o+]c32)cc1,CC#N,4,11,6p6,303.38100000000003,5.599400000000005,20.53,-0.001288515,18,4,3.2584934,train
345.0,430.0,,,O=C(N/N=C/c1ccccc1O)c1ccc([N+](=O)[O-])cc1,CCO,2,13,6n6,285.259,2.0643,104.83,-0.052058795,15,2,3.316366,train
440.0,,,,CCCCCCSC1=C(SCCCCCC)SC(C2c3ccccc3C(C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(-c4ccc(/C=C5/SC(=S)N(CC(=O)O)C5=O)s4)ccc32)S1,CN(C)C=O,9,9,Acridines,1132.886999999999,19.39749999999999,57.61000000000001,-0.038957078,23,7,4.2498894,test
,,,45709.0,C=CC(C)(C)c1cc(O)c(O)c2c(=O)c3cc(CC=C(C)C)c(O)c(O)c3oc12,CO,1,9,Acridines,396.43900000000014,4.740900000000005,111.13,-0.065856921,19,3,4.063032,valid
324.0,426.0,0.6069999933242798,5370.0,N#Cc1nn(-c2ccccc2Cl)nc1N1CCCC1,CC#N,4,12,5n6,273.72700000000003,2.3925800000000006,57.74,-0.0297226,11,3,4.187799,train
