abs,em,plqy,k,smiles,solvent,solvent_num,tag,tag_name,Molecular_Weight,LogP,TPSA,Avg_Gasteiger_Charge,Double_Bond_Count,Ring_Count,unimol_plus,split
341,414,,19055,CC1CC=C(c2ccc(-c3cccs3)s2)CC1,OCCOCCO,50,12,5n6,260.427,5.68,0,-0.039250262,11,3,3.7498128,test
409,446,0.287,19000,O=c1oc2cccc3c4cccc5ccc6c7ccccc7c1c(c23)c6c54,C1CCOC1,5,2,Coumarin,344.369,6.4346,30.21,-0.028007418,33,7,3.7019296,train
848,,,,CCc1cc2c3c4c(cc5c(Oc6c(C)cc(C)cc6C)ccc6c7cc(CC)n8c7c(c4c56)c2n1[B-]8(F)F)C(=[O+]c1c(C)cc(C)cc1C)C=C3,C1CCOC1,5,5,BODIPY,688.627,12.50412,30.39,-0.028626967,41,10,3.6987462,test
366,413,1,153000,CCCC1(CCC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CCC)(CCC)c3cc(-c5ccc6c(c5)C(CCC)(CCC)c5cc(-c7ccc8c(c7)C(CCC)(CCC)c7cc(-c9ccc(C(C)(C)C)cc9)ccc7-8)ccc5-6)ccc3-4)cc21,C1CCCCC1,10,13,6n6,1259.904,28.0834,0,-0.040291654,60,14,3.7085829,train
413,,,,CCCCCCCCn1c2ccc(C=C(C#N)C(=O)O)cc2c2cc(-c3c(C)cc(C)cc3C)ccc21,ClC(Cl)Cl,3,3,Carbazole,492.663,8.73884,66.02,-0.04358694,23,4,3.542828,test
330,417,0.022,4700,CCOC(=O)c1cc(C(=O)OCC)c2cc(C)ccc2n1,CCO,2,11,6p6,287.315,2.89662,65.49,-0.037179722,13,2,4.1477227,test
471,,,,CCCCCCCCN1c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2Sc2cc(C=C(C#N)C#N)ccc21,CC#N,4,8,PAHs,611.814,11.37756,50.82,-0.032784239,32,7,3.0202477,valid
740,,,,O=[N+]([O-])c1ccc([C@H]2CO2)cc1,CCO,2,15,Benz,165.148,1.6661,55.67,-0.037716704,7,2,4.8785753,train
504,517,0.83,44978,CC(=O)OC[C@H]1O[C@H](OCc2cn(Cc3ccccc3C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)nn2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C1COCCO1,13,5,BODIPY,709.468,2.3764,162.31,-0.03989286,23,6,3.864641,test
398,405,,,COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CS(C)=O,7,8,PAHs,469.45,1.3049,180.83,-0.119506532,25,4,3.1956449,train
496,,,,Oc1ccc(N=Nn2cc(S)nn2)c2cccnc12,CO,1,11,6p6,272.293,2.3676,88.55,-0.043900866,17,3,3.2565985,test
343,420,,,COc1ccc(C(=O)/C=C2\C(O)=Nc3ccccc32)c(OC)c1,CO,1,10,5p6,309.321,3.5717,68.12,-0.05283683,15,3,2.7290623,train
338,405,,,c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1,c1ccccc1,15,3,Carbazole,539.638,9.8347,43.85,-0.0380386,44,8,3.6533651,train
370,422,0.07,,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(C#N)cc4)n3)ccc21,CN(C)C=O,9,3,Carbazole,567.696,9.60488,59.43,-0.03532326,42,8,3.9410899,train
281,401,,,Nc1ccc(-c2ccc(N)cc2)cc1,O,8,13,6n6,184.242,2.518,52.04,-0.081053505,12,2,4.7742944,test
313,366,0.49,,[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,CCCCCC,11,13,6n6,208.264,3.94609,16.39,-0.048242062,12,2,4.149826,valid
276,480,0.008,17700,N#Cc1c(-n2nnc3ccc(Cl)cc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,1,10,5p6,426.824,0.91318,160.92,-0.04794003,20,5,4.2333283,train
379,570,,,CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1,CS(C)=O,7,12,5n6,489.688,7.77568,30.27,-0.040668777,23,6,3.4282784,train
313,333,,,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cccnc21,CC1CCCO1,32,13,6n6,317.391,5.4251,12.89,-0.038456155,24,6,4.562877,train
665,701,0.610000014,,COc1ccc(C2=CC3=C(c4ccccc4C)C4C=C(c5ccc(OC)cc5)C(/C=C/c5ccc(C(F)(F)F)cc5)N4[B-](F)(F)[N+]3=C2/C=C/c2ccc(C(F)(F)F)cc2)cc1,C1CCCCC1,10,5,BODIPY,836.632,12.26302,24.71,-0.036832093,36,8,4.249825,test
407,525,,,c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,CCN(CC)CC,41,6,Triphenylamine,452.582,8.9894,16.13,-0.037242243,34,7,3.1804113,test
403,,,,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccncn4)s3)cc2)cc1,CC#N,4,6,Triphenylamine,405.526,7.3419,29.02,-0.042377949,29,5,3.2258067,train
477,,,,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,CN(C)C=O,9,6,Triphenylamine,762.891,11.83788,108.57,-0.042478227,48,8,4.008328,train
561,581,,,Cc1ccc(Oc2ccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4)cc2)cc1,CS(C)=O,7,5,BODIPY,414.264,6.29794,17.17,-0.039350875,21,5,2.8503234,train
618,,,,COC(=O)C(c1ccccc1)=[N+]([O-])c1ccccc1,ClCCl,0,13,6n6,255.273,2.4907,52.37,-0.044221143,14,2,4.204605,test
485,,,,CCN(CC)c1ccc2c(c1)OC(=C(C#N)C#N)C=C2C,O,8,2,Coumarin,279.343,3.62976,60.05,-0.032934304,8,2,3.2892375,test
501,516,0.02,,F[B-]1(F)n2c(ccc2C2CCCCC2)C(c2ccccc2)=C2C=CC=[N+]21,CC#N,4,5,BODIPY,350.221,5.1846,7.94,-0.039208208,14,5,3.2130375,train
506,529,0.170000002,,O=C(O)c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(C(=O)O)c1,ClCCl,0,5,BODIPY,356.093,2.5333,82.54,-0.048549527,16,4,2.9745684,test
628,649,0.660000026,140000,CN1c2cc3c(cc2-c2sccc2C1(C)C)C(=C1C(F)=C(F)C(=[F+])C(F)=C1C(=O)[O-])c1cc2c(cc1O3)N(C)C(C)(C)c1ccsc1-2,CO,1,9,Acridines,674.741,8.2804,55.84,,27,8,3.6884928,train
362,387,,,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)ccc2-3)C(CC)(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-1,ClC(Cl)Cl,3,13,6n6,1007.121,15.67954,0,-0.037393225,48,11,3.7358012,valid
363,462,0.720000029,,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CN(C)C=O,9,6,Triphenylamine,563.654,7.7778,97.39,-0.04669634,30,5,3.8466954,train
487,,,,CCN(CC)c1ccc(/C=C2\SC(=S)N(CC(=O)O)C2=O)c(O)c1,ClCCl,0,12,5n6,366.464,2.5242,81.08,-0.054964766,10,2,3.043021,train
285,354,,15493,N#Cc1ccc2cc[nH]c2c1,CC#N,4,10,5p6,142.161,2.03958,39.58,-0.045875205,10,2,4.844102,train
476,581,0.033,22698.6,COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CS(C)=O,7,3,Carbazole,389.458,5.85426,61.74,-0.038732155,23,4,3.060965,test
447,633,0.027000001,22100,CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,C1CCOC1,5,1,Naphthalimide,1239.57,18.2526,115.38,-0.03370097,57,12,3.7101107,train
405,468,0.610000014,25119,COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,CCOC(C)=O,14,10,5p6,605.734,8.8223,55.84,-0.038277618,32,8,3.2240026,train
372,426,0.01,32900,F[B-]1(F)[O+]=C(c2ccc(C(F)(F)F)cc2)C=C2C=C(Cl)N=CN21,ClC(Cl)Cl,3,4,Cyanine,348.467,4.12,26.9,-0.021526955,10,3,3.6108136,train
355,642,0.029999999,,CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,4,12,5n6,287.363,1.7349,56.14,-0.055011271,9,2,3.2388883,train
400,406,,57400,CCC1(CC)c2ccccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,CCOC(C)=O,14,8,PAHs,446.593,9.0703,0,-0.035891715,31,7,3.7084455,train
510,736,0.037,,O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CC#N,4,11,6p6,502.702,7.0265,23.55,-0.043049341,17,7,2.7211444,train
361,480,,,Cc1cc(O)c(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c(=O)o1,ClCCl,0,13,6n6,301.254,2.45812,110.65,-0.038704144,16,2,3.862672,train
556,567,0.219999999,,CC1=C(c2ccc(C(C)(C)C)cc2)C2=Cc3c(C#Cc4ccccc4)c(C)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,5,5,BODIPY,480.411,7.34014,7.94,-0.033635383,20,5,3.247895,train
520,569,0.035999998,,F[B-]1(F)n2cccc2C(c2ccoc2)=C2C=CC=[N+]21,C1CCOC1,5,5,BODIPY,258.036,2.7299,21.08,-0.039703849,13,4,3.2575817,train
383,482,0.159999996,10800,c1ccc2c3c(ccc2c1)-c1cccc2c1c-3cc1ccccc12,CCCCCCC,22,8,PAHs,302.376,6.7936,0,-0.036609707,27,6,3.4538088,train
582,627.5,0.1,,Cc1cc(/C=C/c2ccc(N(C)C)c3ccccc23)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,7,5,BODIPY,401.269,5.41642,11.18,-0.042376067,20,5,2.8345242,train
341,470,0.280000001,,Cc1ccc(-c2cccc3cnc(-c4ccccc4)n23)cc1,ClCCl,0,10,5p6,284.362,4.97672,17.3,-0.042081729,22,4,3.922721,train
561,579,0.99,,COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc(I)c1OC,CS(C)=O,7,5,BODIPY,494.088,4.81902,26.4,-0.041141175,15,4,2.4311173,test
376,387,0.839999974,,c1ccc(-c2c3c(nc4ccccc24)-c2cc4c(cc2CC3)-c2nc3ccccc3c(-c3ccccc3)c2CC4)cc1,ClC(Cl)Cl,3,11,6p6,536.678,9.6482,25.78,-0.036010559,40,9,3.8922386,test
432,577,0.209999993,9300,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc2c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,0,6,Triphenylamine,636.824,12.27332,32.26,-0.040022718,46,8,3.8552954,valid
294,346,,,Cc1ccc2c(c1)N=C(O)CC(O)=N2,CS(C)=O,7,15,Benz,190.202,2.57472,65.18,-0.068458997,8,2,5.134531,train
580,,,,CCCCCCc1ccc(-c2ccc(-c3ccc4c(c3)N(CC(CC)CCCC)C(=O)/C4=C3/C(=O)N(CC(CC)CCCC)c4c3cccc4-c3sc(-c4ccc(P(=O)(O)O)s4)cc3CCCCCC)s2)s1,ClC(Cl)Cl,3,10,5p6,1063.511,17.686,98.15,-0.04070568,36,8,3.6552598,train
377,450,0.059999999,18000,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(O)n2)cc1,CN(C)C=O,9,13,6n6,300.361,4.60972,56.91,-0.044786581,18,3,4.2280245,train
500,511,0.873000026,,COc1c(C)cccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,4,5,BODIPY,368.236,4.85096,17.17,-0.035758543,14,4,3.2132127,test
352,438,,44000,COc1cc(OC)c2cc(-c3cccc(-c4cc5c(OC)cc(OC)cc5oc4=O)c3)c(=O)oc2c1,ClC(Cl)Cl,3,2,Coumarin,486.476,5.2678,97.34,-0.040641336,30,5,3.7681844,train
287,468,0.029999999,17900,Cc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,O,8,11,6p6,268.268,3.17962,70.67,-0.058529216,18,3,4.3226476,train
498,533,0.55,,CC1=C2C=C(C#C[Si](C)(C)C)C=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,4,5,BODIPY,330.263,3.97634,7.94,-0.031073026,8,3,2.9825683,train
343,400,,3730,CC(C)(C)C1Nc2ccccc2C(=O)N1c1ccccc1,c1ccccc1,15,11,6p6,280.371,4.1311,32.34,-0.048663915,13,3,4.7161655,test
421,,,,CCCCCCCCCCCCN1/C(=C/c2c(O)c(=O)c2=O)C(C)(C)c2ccccc21,CC#N,4,0,SquaricAcid,423.597,6.0478,57.61,-0.047128908,13,3,3.6129591,train
327,404,,,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCOCC,16,13,6n6,289.334,4.9351,41.82,-0.05514327,19,3,4.149769,test
374,450,0.005,31340,Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CO,1,13,6n6,262.356,4.1252,27.03,-0.046345579,13,2,3.657028,train
430,460,0.870000005,,CCN(CC)c1ccc2cc(C#N)/c(=N\C(=O)c3ccccc3)oc2c1,ClCCl,0,2,Coumarin,345.402,3.89178,69.6,-0.035336671,19,3,3.5002458,train
514,529,0.330000013,,C[O+]=C1C=CC(=C2c3ccc(Oc4cccnc4)n3[B-](F)(F)n3c(Oc4cccnc4)ccc32)C=C1,C1CCOC1,5,5,BODIPY,484.271,5.4111,65.4,-0.043125066,26,6,3.513161,valid
377,,,,N#C/C(=C\c1cccc(N(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)c1)C(=O)O,C1CCOC1,5,6,Triphenylamine,464.524,8.04538,64.33,-0.041656965,33,6,2.8110998,train
563,599,0.07,,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(/C=C/N(C)C)ccc32)c(C)c1,C1CCOC1,5,5,BODIPY,379.263,4.59446,11.18,-0.042837377,15,4,2.9849057,train
440,486,0.850000024,39400,CCOC(=O)/N=c1/oc2cc(N(CC)CC)ccc2cc1C#N,ClCCl,0,2,Coumarin,313.357,3.20788,78.83,-0.035918316,13,2,3.5208335,train
372,432,0.810000002,27000,CCCCN1C(=O)c2cccc3c(C#CC#Cc4ccc5c6c(cccc46)C(=O)N(CCCC)C5=O)ccc(c23)C1=O,ClCCl,0,1,Naphthalimide,552.63,6.1884,74.76,-0.028289392,26,6,3.1373796,train
293,,,19600,CCOC(=O)c1ccc2[nH]c(=N)sc2c1,CC#N,4,10,5p6,222.269,1.88557,65.94,-0.051471075,12,2,4.5859885,train
368,451,0.847000003,58884,O=S(=O)(c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1)c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1,C1CCOC1,5,8,PAHs,955.155,16.478,69.78,-0.036227792,78,14,3.7343006,train
418,517,0.453999996,34800,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CO,1,11,6p6,288.106,2.7911,16.35,-0.044586355,13,3,3.369568,valid
624,,,,CCCCCCCC[N+](CCCCCCCC)=C1C=CC(=c2c(=O)c(=C[C]3[Se]c4ccccc4N3CC(=O)O)c2=O)C=C1,Cc1ccccc1,6,0,SquaricAcid,649.734,3.93809,77.69,,18,4,2.203899,train
371,432,0.238999993,48485,C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CC(C)=O,12,11,6p6,384.482,7.1238,25.78,-0.043501297,30,5,3.3084812,train
466,,,,CCCCC(CC)Cn1c2c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3sc2c2sc3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc3c21,C1CCOC1,5,10,5p6,761.05,14.13368,66.02,-0.035917697,42,9,4.3915725,train
497,513,0.537,108019,CCOCCOCCOCC[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C=C1,CO,1,5,BODIPY,500.395,4.71008,48.85,-0.050730821,14,4,3.3353612,valid
565,602,0.850000024,,N#Cc1ccc(C2=[N+]3C(=C(c4c(Cl)cccc4Cl)c4ccc(-c5ccc(C#N)cc5)n4[B-]3(F)F)C=C2)cc1,CC#N,4,5,BODIPY,539.181,7.27256,55.52,-0.0253935,26,6,3.4018774,train
589,629,,151000,CC(C)[Si](C#Cc1c2ccccc2c(C#Cc2c3ccccc3c(C#Cc3c4ccccc4c(C#Cc4c5ccccc5c(C#Cc5c6ccccc6c(C#Cc6c7ccccc7c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc23)c2ccccc12)(C(C)C)C(C)C,Cc1ccccc1,6,8,PAHs,1540.168,29.663,0,-0.033906614,96,18,3.636281,train
341,409,0.769999981,,COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)N=C(O)OC(C)(C)C,CCCCCO,37,3,Carbazole,561.638,7.4051,99.08,-0.043658947,33,6,3.8947968,train
486,506,0.860000014,32200,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,Cc1ccccc1,6,5,BODIPY,405.282,5.3488,21.17,-0.027137472,25,6,3.1346986,test
598,624,0.02,77625,Cc1cc(C)n2c1C=C1c3ccccc3C(c3[nH]c4ccccc4c3C)=[N+]1[B-]2(F)F,CO,1,5,BODIPY,399.253,5.49256,23.73,-0.035395518,23,6,2.8885071,test
709,719,0.109999999,60000,C[Si]1(C)C2=CC(N3CCC3)=CC(=[F+])C2=Nc2c(F)cc(N3CCC3)cc21,CCO,2,0,SquaricAcid,370.499,2.8278,18.84,,10,5,2.9384313,valid
659,676,0.061000001,,COCCOCCOCCOCC(COCCOCCOCCOC)COc1ccc(C2=C3C(C)=CC(/C=C/c4ccc(OCCOCCOCCOC)cc4OCCOCCOCCOC)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(OCCOCCOCCOC)cc4OCCOCCOCCOC)cc(C)c32)cc1OCC(COCCOCCOCCOC)COCCOCCOCCOC,ClCCl,0,5,BODIPY,1942.095,9.09782,321.76,-0.0665001,28,6,4.249578,train
566,572,0.980000019,,CCCCCC1=C(C)C2=Cc3c(OCc4ccccc4)cc(-c4ccc[nH]4)n3[B-](F)(F)[N+]2=C1C,ClCCl,0,5,BODIPY,461.365,7.0232,32.96,-0.042923177,19,5,3.205931,valid
496,512,0.014,,Cc1cc(C)n2c1C(c1ccccc1)=C1C=CC(=[Cl+])N1[B-]2(F)F,CO,1,5,BODIPY,330.574,3.65164,8.17,,14,4,3.353961,train
397,,,,N#C/C(=C\c1ccc(-c2ccc3c(c2)Sc2ccccc2N3CCCCCCn2c3ccccc3c3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc32)s1)C(=O)O,CN(C)C=O,9,3,Carbazole,803.003,12.09796,130.35,-0.040125921,41,8,4.2499304,train
428,496,0.629999995,,CCN(CC)c1ccc2cc(-c3oc4ccccc4c(=O)c3OC)oc2c1,CCCCOCCCC,21,10,5p6,363.413,5.061,55.82,-0.039367457,22,4,3.17994,valid
443,,,,CCCCCCN1c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2Sc2cc(-c3cccc(OC)c3OC)ccc21,C1CCOC1,5,9,Acridines,596.774,9.27388,82.79,-0.044079714,25,5,3.35876,train
347,406,0.00124,22405,N#Cc1cc2ccccc2oc1=N,CS(C)=O,7,2,Coumarin,170.171,1.78395,60.78,-0.039213294,12,2,3.885674,train
432,,,,CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2ccc(C=C3SC(SC)=C(SC)S3)cc21,CO,1,9,Acridines,584.879,9.49218,64.33,-0.037916916,16,4,2.769561,train
710,730,,,CCN(CC)c1ccc2c(c1)OC1=C(C=CC3=[N+](CC)c4ccccc4C3(C)C)CCCC1=C2c1ccccc1C(=O)O,O,8,2,Coumarin,573.757,8.5158,52.78,-0.02564137,23,6,2.8535385,valid
469,714,,,CCCCCCc1cc(-c2sc(/C=C(/C#N)C(=O)O)cc2CCCCCC)sc1-c1ccc(N(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,C1CCOC1,5,3,Carbazole,1003.35,19.04478,74.19,-0.040025784,60,11,4.249578,valid
586,611,0.022,,CCc1c(C)c2n(c1C)[B-](F)(F)n1c(=C3C=CC=[O+]3)c(C)c(C)c1=C2c1ccco1,ClCCl,0,5,BODIPY,408.257,3.42298,34.3,-0.034447105,19,5,3.2219782,train
489,,,,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(-c4nc5sc(-c6sc(C=C(C#N)C(=O)O)cc6CCCCCCCC)nc5s4)s3)cc2)cc1,C1CCOC1,5,6,Triphenylamine,1013.474,18.71978,108.57,-0.040834347,39,7,3.6426845,train
404,413,0.449999988,4700,CCOC(=O)c1c2c3c(ccc(Br)c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,4,8,PAHs,434.289,5.6754,46.61,-0.030878653,23,5,3.2472286,train
333,368,0,36500,Cn1c2ccc(Br)cc2c2c(-c3ccccc3)c3oc4ccccc4c3cc21,CCO,2,3,Carbazole,426.313,7.6604,18.07,-0.034374754,30,6,3.896407,test
258,,0.08,146049.5,c1ccc2c(c1)c1ccccc1c1ccccc21,C1CCCCC1,10,8,PAHs,228.294,5.1462,0,-0.041745919,21,4,4.8598194,test
398,,,,Cn1c(=O)c(C=O)c(O)c2ccccc21,CO,1,2,Coumarin,203.197,1.0566,59.3,-0.052954721,13,2,4.004491,train
521,610,,17002,CC1=C(c2cccs2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,CO,1,5,BODIPY,488.437,7.85134,7.94,-0.031583136,24,6,3.0432458,train
549,616,0.289999992,83250,CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1C#N,CS(C)=O,7,2,Coumarin,406.463,3.70558,87.45,-0.025477931,19,5,2.9513965,train
629,,,,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(OCCCCCC)cc7)c7ccc(OCCCCCC)cc7)cc6)s5)c5nc6c(nc45)c4sccc4c4cc(/C=C(\C#N)C(=O)O)sc46)s3)cc2)cc1,Cc1ccccc1,6,6,Triphenylamine,1438.961,26.77098,130.27,-0.041005274,72,13,3.7174397,train
331,392,,,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CN(C)C=O,9,8,PAHs,634.867,12.9279,17.82,-0.039607455,44,8,4.844729,train
555.5,571,0.13,,COc1cc(Cl)cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c1OC,CS(C)=O,7,5,BODIPY,402.637,4.86782,26.4,-0.041196285,15,4,2.970452,test
450,543,0.330000013,,O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,Cc1ccccc1,6,6,Triphenylamine,826.999,12.2507,74.76,-0.035262318,54,12,4.250003,train
433,508,,,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,OCC(F)(F)F,25,8,PAHs,454.415,0.3699,194.66,-0.151029735,25,4,2.7337036,valid
644,663,0.25999999,187000,CN1C(=CC=C(C=CC2=[N+](C)c3ccccc3C2(C)C)c2cc(F)cc(F)c2)C(C)(C)c2ccccc21,CS(C)=O,7,4,Cyanine,495.637,7.9221,6.25,-0.018954127,22,5,3.0608225,train
333,429,0.89,,[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CC#N,4,13,6n6,222.291,3.97039,7.6,-0.04410348,12,2,4.0940113,train
330,440,0.028200001,96000,C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,5,13,6n6,1095.442,22.7102,0,-0.045233986,82,13,3.655392,train
565,609,0.829999983,43800,CCN(CC)c1ccc(/C=N/C(C#N)=C(C#N)/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,CC#N,4,13,6n6,458.566,4.58696,119.24,-0.054060436,15,2,2.811912,train
449,552,,37300,CN(C)c1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,CC#N,4,10,5p6,281.311,3.0744,49.77,-0.051603331,14,3,3.1637888,train
326,,,,Cc1[nH]n(-c2ccccc2)c(=O)c1-n1nc2ccc(Cl)cc2n1,CCO,2,10,5p6,325.759,2.86132,68.5,-0.034264996,22,4,4.0698223,train
502,513,0.99000001,,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3C2CCCCC2)c(C)c1,CC#N,4,5,BODIPY,392.302,6.10986,7.94,-0.037387201,14,5,3.3305068,test
321,360,0.180000007,,O=S(=O)(O)c1ccc([O-])c2ccccc12,CCO,2,8,PAHs,223.229,1.1601,77.43,-0.10732397,13,2,3.7851534,train
515,575,0.054,17002,Nc1ccc(C2=C3C=CC(=[N+]4CCCCC4)N3[B-](F)(F)n3c2ccc3-n2cc(-c3ccccc3)nn2)cc1,CCCCCC,11,5,BODIPY,509.373,4.7804,67.91,-0.045099645,25,7,3.1097875,train
455,,,,O=C(O)CN1C(=O)C(=Cc2ccc(Nc3ccc(-c4ccccc4)cc3)cc2)SC1=S,CCO,2,12,5n6,446.553,5.383,69.64,-0.047548588,22,4,2.970757,valid
515,538,0.2,96716.4,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,O,8,9,Acridines,645.879,5.0519,93.4,-0.082040009,23,4,3.356501,train
433,553,0.430000007,4571,CC(=O)c1c2c(c(C(C)=O)c3c1OC(CC(=O)O)O3)OCO2,CC#N,4,10,5p6,308.242,1.3925,108.36,-0.042599341,9,3,3.3676822,train
